width,q,F,iterationNumber,seed,s_max,s_mean,is_frozen,steps_to_freeze,N
20,13,3,487,445645695,0.0625,0.0050761421319796,True,180112,
20,4,3,414,393610053,1.0,1.0,True,825133,
20,12,3,295,444728187,0.055,0.0057471264367816,True,160548,
20,14,3,54,387318598,0.285,0.005813953488372,True,1251048,
20,17,3,80,388825928,0.045,0.0041322314049586,True,162427,
20,29,3,278,448922500,0.0125,0.0031152647975077,True,60558,
20,14,3,487,446169984,0.065,0.0046511627906976,True,148479,
20,4,3,467,394462029,1.0,1.0,True,1244595,
20,13,3,140,444072817,0.94,0.0666666666666666,True,2249123,
20,5,3,275,394593099,1.0,1.0,True,1248533,
20,28,3,432,447873915,0.0125,0.0034013605442176,True,61242,
20,30,3,299,445121407,0.01,0.0029850746268656,True,71657,
20,15,3,457,446301054,0.055,0.0049261083743842,True,262902,
20,7,3,11,339739409,0.9825,0.5,True,949211,
20,8,3,366,396297039,0.7975,0.1428571428571428,True,1061683,
20,19,3,230,447284087,0.0425,0.0039370078740157,True,191984,
20,9,3,344,396428108,0.8575,0.1111111111111111,True,1021773,
20,20,3,113,442893167,0.0425,0.0037878787878787,True,92581,
20,17,3,17,388367176,0.0425,0.0043668122270742,True,138495,
20,20,3,322,443351921,0.0275,0.0038461538461538,True,69877,
20,8,3,363,396100428,0.9425,0.1428571428571428,True,1215023,
20,26,3,348,447153023,0.02,0.0033333333333333,True,116079,
20,10,3,79,386073417,0.3075,0.025,True,1233484,
20,24,3,483,446497661,0.0175,0.0034246575342465,True,77346,
20,5,3,121,393478977,1.0,1.0,True,743898,
20,24,3,306,445449079,0.02,0.0034843205574912,True,82006,
20,25,3,362,446497658,0.0225,0.0031746031746031,True,75963,
20,27,3,96,389874512,0.015,0.0031545741324921,True,74453,
20,27,3,77,389677903,0.0175,0.0030959752321981,True,65407,
20,9,3,189,396886867,0.9725,0.1666666666666666,True,1151447,
20,19,3,369,448463748,0.0275,0.00390625,True,122708,
20,13,3,369,445318014,0.5725,0.0175438596491228,True,1619811,
20,28,3,9,334693147,0.015,0.0033670033670033,True,74699,
20,15,3,294,446235517,0.14,0.0059523809523809,True,360116,
20,27,3,344,447415164,0.0275,0.0033333333333333,True,137777,
20,28,3,413,447677306,0.0175,0.0032051282051282,True,69237,
20,15,3,95,388367180,0.0725,0.004524886877828,True,388600,
20,26,3,9,333906713,0.0125,0.003257328990228,True,76543,
20,23,3,444,445514617,0.02,0.0035714285714285,True,79831,
20,13,3,127,444269430,0.525,0.0112359550561797,True,1948740,
20,29,3,483,449119106,0.0175,0.0031055900621118,True,60719,
20,12,3,332,443941747,0.06,0.0061349693251533,True,360452,
20,7,3,493,396165967,0.9925,0.3333333333333333,True,875953,
20,28,3,181,447873916,0.0325,0.0032258064516129,True,89332,
20,13,3,415,444597110,0.29,0.01,True,1432956,
20,28,3,477,448725892,0.0175,0.0031055900621118,True,58920,
20,30,3,61,386466626,0.02,0.0033898305084745,True,89813,
20,5,3,268,394658637,1.0,1.0,True,765360,
20,23,3,30,386859840,0.0375,0.003584229390681,True,158740,
20,17,3,162,446563193,0.1,0.0040160642570281,True,438679,
20,15,3,37,387711816,0.0575,0.0049019607843137,True,222776,
20,5,3,240,393872195,1.0,1.0,True,1243366,
20,10,3,417,443155317,0.6825,0.0185185185185185,True,1905085,
20,21,3,85,386925384,0.0175,0.0038167938931297,True,92934,
20,20,3,56,386138949,0.035,0.0037593984962406,True,110991,
20,18,3,492,448070528,0.035,0.0040485829959514,True,133135,
20,27,3,97,389940049,0.0175,0.0033112582781456,True,70167,
20,14,3,316,444990327,0.0975,0.0051546391752577,True,806813,
20,25,3,366,446759806,0.03,0.0034843205574912,True,144198,
20,22,3,120,443876207,0.0425,0.0035335689045936,True,228273,
20,24,3,208,445383544,0.015,0.0034843205574912,True,76960,
20,13,3,224,444269428,0.2375,0.0066666666666666,True,898508,
20,19,3,137,447546237,0.0425,0.0040160642570281,True,107375,
20,28,3,350,447808378,0.02,0.0033333333333333,True,97222,
20,18,3,393,447939456,0.0525,0.0039215686274509,True,141445,
20,11,3,157,443614071,0.69,0.024390243902439,True,1218687,
20,23,3,266,445514619,0.03,0.0035460992907801,True,80393,
20,20,3,211,442958702,0.04,0.0041322314049586,True,147433,
20,12,3,376,444728187,0.055,0.0057471264367816,True,160548,
20,9,3,128,396034892,0.9475,0.1,True,1425157,
20,4,3,321,393347906,1.0,1.0,True,769032,
20,19,3,442,447939452,0.0225,0.004,True,103128,
20,18,3,148,447218558,0.255,0.0053191489361702,True,1335543,
20,25,3,224,445907831,0.0425,0.0035714285714285,True,131807,
20,22,3,4,332006160,0.02,0.0034602076124567,True,70061,
20,4,3,12,338428687,1.0,1.0,True,940146,
20,29,3,350,448332667,0.02,0.0031847133757961,True,122276,
20,19,3,25,389284681,0.025,0.0038461538461538,True,184753,
20,4,3,488,394789712,1.0,1.0,True,990143,
20,15,3,328,445776763,0.07,0.0054945054945054,True,347265,
20,30,3,440,444269427,0.0225,0.0034965034965034,True,97202,
20,24,3,26,387580742,0.02,0.0034013605442176,True,84687,
20,23,3,406,445121399,0.055,0.003690036900369,True,291181,
20,8,3,488,396886868,0.9725,0.1428571428571428,True,1193137,
20,7,3,361,395445065,1.0,1.0,True,1005265,
20,21,3,187,444597115,0.0775,0.0038461538461538,True,382487,
20,6,3,221,394199875,1.0,1.0,True,825160,
20,22,3,367,445252476,0.03,0.0036231884057971,True,138458,
20,21,3,73,386663237,0.04,0.00390625,True,115872,
20,4,3,420,393478978,1.0,1.0,True,711061,
20,16,3,223,445776758,0.035,0.0042553191489361,True,161979,
20,22,3,51,386728770,0.0325,0.0036363636363636,True,110175,
20,20,3,105,442893168,0.0225,0.0037593984962406,True,95779,
20,30,3,371,444531574,0.0375,0.0032894736842105,True,167108,
20,13,3,203,443941745,0.115,0.006060606060606,True,229194,
20,27,3,246,447349629,0.025,0.0034013605442176,True,76539,
20,29,3,452,448660350,0.0275,0.0032362459546925,True,102320,
20,27,3,57,389415757,0.0225,0.0033003300330033,True,85144,
20,27,3,299,448201605,0.02,0.0031055900621118,True,107295,
20,30,3,135,443876212,0.0225,0.0033112582781456,True,96531,
20,23,3,199,445907840,0.0275,0.0036363636363636,True,136857,
20,24,3,42,387580740,0.0125,0.0033898305084745,True,65744,
20,19,3,489,448922503,0.03,0.0037453183520599,True,101650,
20,19,3,348,448136065,0.0325,0.0036630036630036,True,141979,
20,29,3,159,448529282,0.02,0.0031948881789137,True,75566,
20,5,3,132,393675587,1.0,1.0,True,576691,
20,8,3,341,395707208,0.985,0.25,True,1599083,
20,15,3,110,444728176,0.1225,0.005,True,702567,
20,30,3,339,444531578,0.015,0.0033003300330033,True,95028,
20,29,3,482,449053569,0.0175,0.0032786885245901,True,74354,
20,6,3,374,395248460,0.99,0.3333333333333333,True,575357,
20,19,3,75,389940046,0.0275,0.003831417624521,True,92873,
20,16,3,479,447218563,0.045,0.0045662100456621,True,230621,
20,14,3,470,445580152,0.1375,0.0058823529411764,True,308472,
20,9,3,361,396493643,0.9825,0.125,True,781621,
20,6,3,231,394330948,1.0,1.0,True,1069636,
20,11,3,28,385811268,0.725,0.0476190476190476,True,1216305,
20,8,3,482,396493646,0.9725,0.125,True,1192356,
20,4,3,1,287113949,1.0,1.0,True,771708,
20,4,3,260,393610052,1.0,1.0,True,804864,
20,16,3,288,446890881,0.0375,0.0044642857142857,True,123741,
20,24,3,66,388105034,0.0225,0.0034843205574912,True,102360,
20,26,3,368,447415169,0.0325,0.0035971223021582,True,121232,
20,8,3,408,395838284,0.99,0.25,True,1621073,
20,21,3,478,445121406,0.035,0.003584229390681,True,143335,
20,19,3,178,448136066,0.0275,0.003610108303249,True,102807,
20,24,3,470,446169977,0.025,0.0035335689045936,True,156871,
20,16,3,86,388760397,0.035,0.0042918454935622,True,148784,
20,6,3,449,395379535,0.995,0.3333333333333333,True,1668869,
20,13,3,84,387253064,0.3275,0.0079365079365079,True,1436981,
20,30,3,190,444334965,0.0175,0.0031055900621118,True,77379,
20,27,3,295,447939457,0.025,0.0033557046979865,True,95684,
20,4,3,227,393544519,1.0,1.0,True,688070,
20,26,3,113,446038901,0.0125,0.0032051282051282,True,58184,
20,21,3,33,386138945,0.0275,0.0037593984962406,True,99900,
20,16,3,383,446759805,0.05,0.0046948356807511,True,292343,
20,11,3,493,444466042,0.72,0.0204081632653061,True,1209069,
20,9,3,142,395903816,0.925,0.125,True,965769,
20,13,3,125,444138356,0.535,0.0158730158730158,True,918352,
20,5,3,278,394789710,1.0,1.0,True,928541,
20,12,3,233,443810675,0.21,0.0064516129032258,True,722028,
20,16,3,469,447087490,0.025,0.0040816326530612,True,110762,
20,14,3,200,444269423,0.1,0.0053475935828877,True,834953,
20,8,3,45,340853529,0.9425,0.2,True,1722459,
20,7,3,323,395051847,0.97,0.5,True,917680,
20,6,3,360,394855239,1.0,1.0,True,1141694,
20,25,3,243,446104440,0.015,0.0033670033670033,True,83374,
20,12,3,136,443810677,0.085,0.0063291139240506,True,213907,
20,4,3,235,393544518,1.0,1.0,True,737952,
20,9,3,451,396559179,0.485,0.0769230769230769,True,1672797,
20,23,3,46,387384135,0.0225,0.0035460992907801,True,105091,
20,12,3,486,445055869,0.205,0.0074626865671641,True,774296,
20,25,3,328,446366588,0.0175,0.0034602076124567,True,91154,
20,25,3,241,445973366,0.025,0.0033670033670033,True,91710,
20,7,3,468,396100433,0.995,0.5,True,1395095,
20,24,3,317,445645689,0.0325,0.0034364261168384,True,162550,
20,14,3,81,387515206,0.025,0.0043290043290043,True,111926,
20,21,3,293,444662649,0.0325,0.0035971223021582,True,148740,
20,27,3,137,447087484,0.03,0.0034129692832764,True,263869,
20,24,3,99,388694864,0.035,0.0033670033670033,True,95524,
20,26,3,273,447021948,0.0175,0.0033003300330033,True,83348,
20,10,3,287,443679610,0.95,0.1,True,1264884,
20,15,3,274,445973371,0.06,0.0055555555555555,True,196964,
20,19,3,199,448463749,0.0225,0.0039682539682539,True,114952,
20,19,3,481,448398207,0.045,0.0038610038610038,True,220981,
20,26,3,210,446038899,0.0175,0.0033557046979865,True,64213,
20,7,3,240,394920773,0.99,0.3333333333333333,True,2582086,
20,11,3,80,386073410,0.09,0.0082644628099173,True,367581,
20,24,3,432,445776759,0.02,0.0034364261168384,True,79538,
20,29,3,59,390464337,0.0175,0.0032051282051282,True,71829,
20,10,3,276,443483000,0.9,0.0526315789473684,True,2037123,
20,11,3,452,443876213,0.7175,0.0344827586206896,True,877923,
20,26,3,307,446563194,0.015,0.0033112582781456,True,84066,
20,13,3,30,386335551,0.39,0.0096153846153846,True,1390229,
20,23,3,138,445055865,0.035,0.0037735849056603,True,130208,
20,14,3,253,445121399,0.1025,0.0059171597633136,True,509649,
20,6,3,107,394134342,1.0,1.0,True,1070157,
20,23,3,331,444990324,0.0275,0.0035971223021582,True,100416,
20,16,3,330,445907829,0.0375,0.0043478260869565,True,117224,
20,21,3,144,443876212,0.06,0.00418410041841,True,168852,
20,11,3,496,444662653,0.3875,0.0256410256410256,True,1500886,
20,26,3,244,446694266,0.015,0.0032258064516129,True,99691,
20,18,3,251,447087481,0.0175,0.003610108303249,True,100924,
20,26,3,497,447939460,0.025,0.0034364261168384,True,111762,
20,26,3,304,446366583,0.02,0.0033003300330033,True,70667,
20,16,3,464,446759805,0.05,0.0046948356807511,True,292343,
20,30,3,388,445121406,0.015,0.0030581039755351,True,59841,
20,8,3,233,395510600,1.0,1.0,True,1350850,
20,29,3,230,447873912,0.015,0.0031948881789137,True,59831,
20,22,3,82,387187526,0.0125,0.0033898305084745,True,65517,
20,20,3,121,442893166,0.06,0.0040160642570281,True,189010,
20,7,3,136,394986313,1.0,1.0,True,1126184,
20,27,3,92,389612364,0.0125,0.0032679738562091,True,71883,
20,17,3,307,446497658,0.0775,0.0040816326530612,True,182195,
20,5,3,100,393151294,0.995,0.5,True,839153,
20,23,3,206,444728181,0.0175,0.0036363636363636,True,102851,
20,29,3,27,389940044,0.0125,0.0032894736842105,True,72607,
20,11,3,310,443024238,0.895,0.0454545454545454,True,1188837,
20,14,3,160,444859252,0.0625,0.0052910052910052,True,250196,
20,14,3,483,445907836,0.055,0.0050251256281407,True,305971,
20,22,3,421,444531571,0.035,0.003584229390681,True,131231,
20,27,3,168,447546240,0.0125,0.0032362459546925,True,67794,
20,11,3,122,442893167,0.7275,0.0344827586206896,True,1333876,
20,15,3,477,446563200,0.11,0.0045871559633027,True,344948,
20,24,3,304,445318005,0.0175,0.0035460992907801,True,68689,
20,16,3,146,446038906,0.0875,0.0044642857142857,True,348733,
20,22,3,481,445318009,0.0225,0.0033898305084745,True,73481,
20,13,3,104,443810673,0.0675,0.0059880239520958,True,190607,
20,9,3,7,289473256,1.0,1.0,True,1026472,
20,7,3,209,394986314,0.9725,0.1666666666666666,True,933015,
20,14,3,143,444793717,0.075,0.0049261083743842,True,218350,
20,5,3,317,394134344,1.0,1.0,True,1552665,
20,6,3,4,288096994,1.0,1.0,True,979537,
20,29,3,154,448201597,0.0125,0.0032679738562091,True,72660,
20,25,3,89,389022544,0.0375,0.0035087719298245,True,164700,
20,12,3,422,444007283,0.6375,0.0147058823529411,True,1365803,
20,29,3,423,448332668,0.02,0.0033783783783783,True,120242,
20,7,3,328,395379532,0.9825,0.5,True,1286820,
20,28,3,187,448267138,0.0125,0.0033333333333333,True,61737,
20,21,3,239,444269433,0.0225,0.0038022813688212,True,96644,
20,18,3,52,389022536,0.065,0.0037735849056603,True,139690,
20,17,3,186,447087487,0.0325,0.0040160642570281,True,100708,
20,7,3,332,395117383,0.9825,0.3333333333333333,True,969531,
20,11,3,335,443614069,0.6475,0.0238095238095238,True,1887600,
20,30,3,414,444138356,0.0225,0.0032362459546925,True,95489,
20,28,3,367,448398210,0.0325,0.0033112582781456,True,136172,
20,25,3,296,446956416,0.0275,0.0036363636363636,True,109187,
20,10,3,359,443614074,0.7975,0.0333333333333333,True,1445172,
20,18,3,283,447611774,0.0275,0.0040816326530612,True,108864,
20,14,3,471,445645689,0.08,0.0052631578947368,True,213952,
20,6,3,191,394920777,1.0,1.0,True,1233954,
20,6,3,104,393937731,1.0,1.0,True,1001600,
20,29,3,343,448398205,0.02,0.0031948881789137,True,82928,
20,11,3,79,386532170,0.7,0.0357142857142857,True,1431273,
20,5,3,421,394068804,1.0,1.0,True,976293,
20,14,3,241,444859252,0.0625,0.0052910052910052,True,250196,
20,24,3,475,446497662,0.0175,0.0034129692832764,True,75394,
20,21,3,374,444662649,0.0325,0.0035971223021582,True,148740,
20,22,3,13,386335552,0.0275,0.0035460992907801,True,85551,
20,15,3,224,445318006,0.075,0.0056818181818181,True,318491,
20,4,3,471,394199880,1.0,1.0,True,1199977,
20,21,3,288,444859261,0.0275,0.0036630036630036,True,99928,
20,4,3,123,393085762,1.0,1.0,True,936221,
20,19,3,1,334103315,0.0525,0.0049504950495049,True,153062,
20,26,3,15,388301638,0.0225,0.003257328990228,True,97776,
20,13,3,26,386597700,0.205,0.0071428571428571,True,717726,
20,23,3,319,445252474,0.0125,0.0033783783783783,True,64611,
20,21,3,136,443876213,0.025,0.0035971223021582,True,106547,
20,9,3,382,396821326,0.985,0.25,True,1711421,
20,19,3,386,448529283,0.03,0.003610108303249,True,120548,
20,26,3,77,389219150,0.02,0.0034965034965034,True,97503,
20,27,3,366,447808384,0.02,0.0033112582781456,True,69559,
20,26,3,104,445973365,0.0275,0.0034364261168384,True,119821,
20,21,3,451,444400501,0.025,0.003831417624521,True,114343,
20,14,3,63,387384134,0.26,0.0056818181818181,True,1225616,
20,16,3,456,446759806,0.0725,0.0043290043290043,True,294679,
20,23,3,41,387056450,0.0325,0.0034129692832764,True,155195,
20,15,3,93,388236106,0.395,0.0097087378640776,True,1315544,
20,5,3,167,394396491,1.0,1.0,True,808403,
20,17,3,423,446694265,0.05,0.0040650406504065,True,170196,
20,6,3,96,340656925,0.975,0.5,True,448517,
20,15,3,107,445055862,0.055,0.0047619047619047,True,137268,
20,21,3,132,443614065,0.025,0.0033557046979865,True,114822,
20,15,3,303,445186932,0.17,0.0053763440860215,True,650326,
20,20,3,483,444400505,0.02,0.0036231884057971,True,95192,
20,14,3,457,445776765,0.0425,0.0049504950495049,True,234729,
20,29,3,73,390333261,0.0175,0.003257328990228,True,84421,
20,12,3,2,331416333,0.9475,0.0625,True,1920749,
20,18,3,266,447546239,0.025,0.0037453183520599,True,103637,
20,6,3,291,395117386,1.0,1.0,True,1884268,
20,7,3,14,339936020,0.9975,0.5,True,907463,
20,9,3,103,395445061,0.8375,0.0714285714285714,True,1024867,
20,20,3,255,443745142,0.025,0.0036496350364963,True,94610,
20,28,3,142,447415161,0.0175,0.0033670033670033,True,81780,
20,13,3,311,444138353,0.79,0.025,True,2075808,
20,12,3,360,444203892,0.4,0.0126582278481012,True,1013131,
20,11,3,186,443941753,0.805,0.032258064516129,True,1019857,
20,25,3,452,446563194,0.0225,0.0032894736842105,True,143861,
20,15,3,402,445318004,0.0625,0.0047393364928909,True,267776,
20,13,3,323,444400500,0.3,0.0087719298245614,True,1064233,
20,29,3,221,447808376,0.0125,0.003257328990228,True,79952,
20,4,3,89,339804957,1.0,1.0,True,1012212,
20,9,3,461,396690252,0.6025,0.0714285714285714,True,1077612,
20,11,3,308,443417461,0.435,0.0123456790123456,True,1165618,
20,14,3,397,446104448,0.04,0.0047393364928909,True,135896,
20,5,3,331,394003268,1.0,1.0,True,581528,
20,18,3,206,446759801,0.03,0.0041322314049586,True,148804,
20,6,3,249,394986317,0.9425,0.3333333333333333,True,1102380,
20,28,3,343,447873916,0.0325,0.0032258064516129,True,89332,
20,23,3,137,444990328,0.0475,0.0038461538461538,True,181071,
20,15,3,499,446956420,0.11,0.0051282051282051,True,364032,
20,9,3,458,397017938,0.94,0.0769230769230769,True,956733,
20,28,3,359,448398211,0.02,0.0032467532467532,True,71546,
20,25,3,295,446890879,0.015,0.003257328990228,True,74176,
20,23,3,486,446169983,0.015,0.0033333333333333,True,64298,
20,22,3,392,445318010,0.025,0.0037037037037037,True,75758,
20,16,3,65,388432714,0.04,0.0045871559633027,True,159059,
20,13,3,299,445514624,0.2,0.0054644808743169,True,548318,
20,4,3,394,394462028,1.0,1.0,True,990956,
20,29,3,171,448267132,0.0125,0.0031948881789137,True,62098,
20,28,3,64,389808972,0.0225,0.0033003300330033,True,124406,
20,10,3,116,442499953,0.9375,0.1666666666666666,True,1948062,
20,6,3,316,394593096,1.0,1.0,True,1078034,
20,6,3,408,394789706,1.0,1.0,True,1638709,
20,19,3,368,448398211,0.0325,0.0040650406504065,True,79964,
20,5,3,330,393937731,1.0,1.0,True,834559,
20,6,3,10,339215119,1.0,1.0,True,796831,
20,22,3,146,444531575,0.04,0.0038910505836575,True,120899,
20,9,3,402,395969351,0.3975,0.0384615384615384,True,722769,
20,19,3,88,390267730,0.0475,0.0040816326530612,True,129748,
20,22,3,164,444662647,0.0175,0.0034246575342465,True,102236,
20,23,3,219,445055865,0.035,0.0037735849056603,True,130208,
20,15,3,235,445514616,0.085,0.005,True,361257,
20,9,3,466,397017937,0.8525,0.2,True,1597094,
20,22,3,427,444924793,0.03,0.0033112582781456,True,122424,
20,24,3,45,387777351,0.02,0.0034843205574912,True,128986,
20,28,3,21,389088069,0.02,0.0032679738562091,True,97242,
20,30,3,329,444400505,0.01,0.0031152647975077,True,66749,
20,29,3,445,448725888,0.0175,0.0034129692832764,True,85782,
20,5,3,135,393872198,0.96,0.5,True,410666,
20,10,3,395,443876218,0.7625,0.0555555555555555,True,1426815,
20,27,3,73,389415755,0.0175,0.0033333333333333,True,71697,
20,18,3,232,446890872,0.0225,0.003831417624521,True,79456,
20,24,3,335,445776761,0.015,0.0033444816053511,True,89026,
20,9,3,262,396362571,0.9975,0.5,True,1760353,
20,22,3,20,386270014,0.0325,0.0036764705882352,True,117829,
20,14,3,270,445186934,0.14,0.0068493150684931,True,564833,
20,28,3,318,447808382,0.015,0.0030487804878048,True,73299,
20,15,3,264,445842298,0.0775,0.005050505050505,True,214061,
20,6,3,448,395313998,1.0,1.0,True,2491835,
20,25,3,343,446301049,0.025,0.0037735849056603,True,122467,
20,15,3,130,444990322,0.07,0.0054347826086956,True,303207,
20,27,3,30,388694852,0.0225,0.0032679738562091,True,82095,
20,23,3,94,387908426,0.02,0.0036363636363636,True,71826,
20,24,3,243,445580151,0.0175,0.0035587188612099,True,77276,
20,6,3,254,394789705,1.0,1.0,True,1014487,
20,9,3,122,395641670,0.5375,0.0666666666666666,True,1281905,
20,21,3,162,444007284,0.0425,0.003875968992248,True,192346,
20,22,3,30,386401087,0.0275,0.0036231884057971,True,148837,
20,25,3,2,333054737,0.03,0.0033783783783783,True,102442,
20,5,3,122,393544514,1.0,1.0,True,1610660,
20,7,3,210,394527554,1.0,1.0,True,2284171,
20,5,3,413,394068805,0.9975,0.5,True,782345,
20,24,3,93,388301642,0.0175,0.0035714285714285,True,85676,
20,17,3,20,388039490,0.0825,0.0046082949308755,True,233795,
20,10,3,239,443155319,0.8975,0.1111111111111111,True,2380411,
20,22,3,68,387318602,0.035,0.0035335689045936,True,189996,
20,17,3,465,447349631,0.07,0.0044444444444444,True,205163,
20,24,3,43,387646277,0.02,0.0033670033670033,True,75459,
20,15,3,238,445711227,0.1325,0.0053475935828877,True,431158,
20,10,3,444,443351925,0.175,0.0096153846153846,True,503233,
20,22,3,363,444990328,0.0425,0.003831417624521,True,191592,
20,23,3,454,445645690,0.02,0.0034482758620689,True,64390,
20,4,3,328,393806665,1.0,1.0,True,613845,
20,28,3,18,389415755,0.0175,0.0031152647975077,True,65160,
20,11,3,492,444400505,0.5675,0.015625,True,1753251,
20,29,3,384,448988034,0.0175,0.0034364261168384,True,96604,
20,26,3,390,447284092,0.015,0.0033003300330033,True,80742,
20,5,3,356,394593099,1.0,1.0,True,1248533,
20,30,3,188,444728188,0.015,0.0033112582781456,True,63756,
20,19,3,132,447218552,0.055,0.0040322580645161,True,290842,
20,21,3,102,443220846,0.0225,0.0036496350364963,True,98451,
20,13,3,19,386663238,0.065,0.00625,True,177315,
20,30,3,151,443876210,0.0125,0.0031446540880503,True,62400,
20,11,3,25,385614657,0.8425,0.05,True,2296840,
20,13,3,102,443679599,0.4725,0.0166666666666666,True,1881067,
20,30,3,97,387253067,0.015,0.0032467532467532,True,74831,
20,24,3,20,387187520,0.02,0.0034364261168384,True,73096,
20,10,3,219,442893173,0.4325,0.0714285714285714,True,997308,
20,15,3,196,446169982,0.0725,0.0051020408163265,True,218391,
20,19,3,394,448529282,0.03,0.0038910505836575,True,134133,
20,18,3,177,447546240,0.0225,0.003584229390681,True,94139,
20,25,3,262,446301049,0.025,0.0037735849056603,True,122467,
20,22,3,484,445514620,0.035,0.00390625,True,128642,
20,25,3,398,447284099,0.03,0.0033670033670033,True,86944,
20,7,3,122,394593092,1.0,1.0,True,842364,
20,20,3,394,444400506,0.03,0.0040322580645161,True,114507,
20,23,3,330,444924787,0.0275,0.0035714285714285,True,85919,
20,28,3,26,389415754,0.015,0.0032786885245901,True,65041,
20,6,3,338,394986316,0.9975,0.5,True,833188,
20,9,3,480,396886861,0.92,0.1111111111111111,True,971891,
20,27,3,478,448267140,0.015,0.0032786885245901,True,73314,
20,17,3,163,446628730,0.0275,0.0039840637450199,True,96689,
20,13,3,480,445186936,0.3775,0.0114942528735632,True,1172761,
20,25,3,463,446759804,0.025,0.0033898305084745,True,82384,
20,10,3,371,443351924,0.9425,0.0909090909090909,True,1165020,
20,16,3,439,446694271,0.0375,0.0046082949308755,True,105424,
20,29,3,32,389743432,0.0275,0.0035087719298245,True,85170,
20,7,3,311,394789700,1.0,1.0,True,588972,
20,18,3,257,447480703,0.03,0.0038610038610038,True,128460,
20,27,3,341,447218553,0.015,0.0032051282051282,True,70529,
20,30,3,108,443679604,0.0175,0.0031545741324921,True,58570,
20,13,3,248,444793722,0.2525,0.0081967213114754,True,717860,
20,16,3,414,446104440,0.0425,0.0044444444444444,True,184319,
20,24,3,188,446235519,0.025,0.0034246575342465,True,109319,
20,18,3,113,446497654,0.0675,0.0043859649122807,True,258437,
20,15,3,463,446169979,0.0525,0.0047393364928909,True,213416,
20,27,3,457,447939457,0.025,0.0033557046979865,True,95684,
20,15,3,269,446169983,0.065,0.0044052863436123,True,174669,
20,4,3,202,392954688,1.0,1.0,True,767262,
20,12,3,314,443810675,0.21,0.0064516129032258,True,722028,
20,12,3,0,331285259,0.1525,0.008,True,349848,
20,30,3,93,386990919,0.015,0.0032051282051282,True,69846,
20,6,3,50,339739411,1.0,1.0,True,1361435,
20,11,3,87,386532169,0.2075,0.0091743119266055,True,868815,
20,21,3,47,386532166,0.025,0.0035714285714285,True,69781,
20,30,3,14,386007872,0.0225,0.0033444816053511,True,152096,
20,10,3,229,443024246,0.36,0.037037037037037,True,1024497,
20,5,3,498,395445074,1.0,1.0,True,610931,
20,25,3,170,446104439,0.025,0.0034602076124567,True,103780,
20,6,3,228,394658634,0.955,0.5,True,859724,
20,19,3,133,447284089,0.025,0.0038610038610038,True,114402,
20,5,3,184,394462026,1.0,1.0,True,1386700,
20,8,3,184,396034893,0.965,0.5,True,1101375,
20,8,3,13,340329236,0.9475,0.125,True,1048682,
20,6,3,44,339870486,1.0,1.0,True,846000,
20,19,3,269,448267139,0.03,0.003731343283582,True,129340,
20,6,3,415,394724168,0.8125,0.25,True,1063768,
20,11,3,411,443286384,0.09,0.0078740157480314,True,320859,
20,23,3,2,332268303,0.0225,0.0037735849056603,True,101107,
20,10,3,63,385549122,0.88,0.0666666666666666,True,1317498,
20,30,3,487,445252478,0.0125,0.0030395136778115,True,80148,
20,13,3,422,444531572,0.2925,0.0084745762711864,True,1115454,
20,12,3,32,386007872,0.305,0.0105263157894736,True,880718,
20,17,3,408,446759804,0.0525,0.0040983606557377,True,215920,
20,30,3,149,444269433,0.0125,0.0032154340836012,True,77889,
20,24,3,413,445580150,0.0325,0.0036231884057971,True,125535,
20,23,3,310,444662641,0.0175,0.0036231884057971,True,79909,
20,27,3,445,447677310,0.025,0.0033003300330033,True,99566,
20,8,3,220,395182916,0.98,0.1666666666666666,True,1100622,
20,23,3,162,445055862,0.0225,0.0032467532467532,True,105288,
20,9,3,243,396165962,0.965,0.1111111111111111,True,1233618,
20,8,3,456,396362575,0.9725,0.5,True,2087338,
20,7,3,198,395903825,1.0,1.0,True,1128682,
20,21,3,97,387187531,0.0225,0.0040322580645161,True,78716,
20,27,3,358,447808385,0.01,0.0033112582781456,True,66147,
20,14,3,141,444662643,0.0975,0.0059880239520958,True,261015,
20,22,3,358,445186940,0.0275,0.0034482758620689,True,114133,
20,13,3,28,386728774,0.0425,0.005,True,148226,
20,6,3,174,394855242,0.9975,0.5,True,874747,
20,7,3,175,395445068,0.9925,0.3333333333333333,True,925928,
20,11,3,62,385942338,0.9325,0.0714285714285714,True,933726,
20,13,3,184,444859257,0.1125,0.0065359477124183,True,277098,
20,14,3,377,445842302,0.1175,0.0056179775280898,True,286514,
20,5,3,389,395182929,1.0,1.0,True,1466302,
20,29,3,61,390071114,0.015,0.0031055900621118,True,92444,
20,12,3,475,444859259,0.155,0.0073529411764705,True,331600,
20,9,3,477,397214547,0.8525,0.0625,True,1170419,
20,10,3,146,442893172,0.2175,0.0153846153846153,True,273018,
20,7,3,381,395707211,0.7325,0.25,True,1626609,
20,10,3,120,442237804,0.8375,0.1,True,1405408,
20,20,3,7,331416337,0.0275,0.003584229390681,True,250148,
20,12,3,44,386270019,0.19,0.0072463768115942,True,440607,
20,6,3,479,395772754,0.9975,0.5,True,1936268,
20,29,3,335,448398206,0.0175,0.0031347962382445,True,57053,
20,13,3,53,386794308,0.0275,0.0044052863436123,True,86302,
20,15,3,191,445842297,0.0575,0.0055555555555555,True,173746,
