width,N,q,F,seed,s_max,s_mean,steps_to_freeze,is_frozen
40,1600,10,3,444597117,0.991875,0.2,18976890,True
20,400,8,3,395641672,1.0,1.0,1236949,True
40,1600,12,5,388170567,1.0,1.0,16396050,True
5,25,12,8,393544521,0.64,0.5,6685,True
40,1600,30,8,390595406,0.98875,0.0833333333333333,31756689,True
5,25,5,5,345244447,1.0,1.0,4914,True
10,100,10,5,443810677,1.0,1.0,61690,True
30,900,10,8,389284680,1.0,1.0,6114552,True
40,1600,12,8,448791424,1.0,1.0,21948442,True
20,400,30,5,445907835,0.03,0.0041322314049586,250926,True
10,100,5,8,396821321,1.0,1.0,88170,True
5,25,20,5,336593684,0.08,0.0476190476190476,3171,True
5,25,8,8,348717859,1.0,1.0,8274,True
30,900,2,5,395117389,1.0,1.0,2939206,True
20,400,2,5,394134343,1.0,1.0,288961,True
15,225,5,5,396624715,1.0,1.0,351212,True
30,900,2,3,393610059,1.0,1.0,4928118,True
5,25,20,3,390202183,0.2,0.0588235294117647,3494,True
5,25,25,5,393544526,0.28,0.0769230769230769,4392,True
5,25,25,3,393151315,0.2,0.05,3088,True
50,2500,12,5,446169976,1.0,1.0,57235607,True
50,2500,5,8,398918480,1.0,1.0,61114701,True
5,25,14,8,395903830,1.0,1.0,9470,True
15,225,10,3,444859261,0.8977777777777778,0.0714285714285714,671996,True
50,2500,12,8,448332667,1.0,1.0,63716775,True
40,1600,11,8,448332670,1.0,1.0,14426952,True
5,25,11,3,389808966,0.28,0.1111111111111111,3938,True
10,100,15,8,448529272,1.0,1.0,100025,True
50,2500,13,3,446759810,0.0588,0.0010775862068965,5554442,True
30,900,25,5,447873914,0.9055555555555556,0.0172413793103448,11510263,True
10,100,18,5,447873913,0.21,0.03125,48022,True
5,25,15,3,392692560,0.84,0.25,4992,True
15,225,5,3,395182920,0.9733333333333334,0.25,234291,True
30,900,12,3,444728187,0.9166666666666666,0.05,5506250,True
50,2500,5,3,395117387,1.0,1.0,69338583,True
40,1600,14,5,448070532,0.99875,0.3333333333333333,18753626,True
40,1600,20,3,444728187,0.009375,0.0009596928982725,767707,True
40,1600,20,8,448201594,1.0,1.0,19746100,True
15,225,18,5,449577853,0.88,0.0555555555555555,489799,True
5,25,20,5,336724757,0.6,0.1111111111111111,7241,True
5,25,15,8,395903825,0.72,0.3333333333333333,8074,True
20,400,15,3,446235514,0.04,0.0046728971962616,167136,True
20,400,12,8,447349625,1.0,1.0,1571693,True
50,2500,11,3,444859257,0.9968,0.1428571428571428,68548355,True
40,1600,8,8,399442767,1.0,1.0,18448995,True
50,2500,14,5,390136657,1.0,1.0,43552676,True
30,900,13,3,445711231,0.5966666666666667,0.0079365079365079,13060101,True
40,1600,10,5,445907838,1.0,1.0,26818207,True
40,1600,5,5,396362569,1.0,1.0,20660928,True
15,225,10,5,446235519,1.0,1.0,360097,True
20,400,13,8,447808375,1.0,1.0,2915602,True
50,2500,11,5,447087489,1.0,1.0,55285397,True
10,100,15,3,445842302,0.08,0.0158730158730158,19645,True
5,25,8,8,348259104,1.0,1.0,8303,True
10,100,25,5,333906705,0.06,0.0147058823529411,24486,True
20,400,20,3,444269432,0.025,0.0038022813688212,88865,True
20,400,15,5,447218558,0.9625,0.1666666666666666,2162281,True
15,225,5,5,397083475,1.0,1.0,437071,True
15,225,18,3,448922499,0.04,0.0083333333333333,68931,True
30,900,10,3,442827630,0.9877777777777778,0.1428571428571428,6242037,True
20,400,8,3,395117381,0.96,0.25,905795,True
40,1600,8,8,400556884,1.0,1.0,27220309,True
10,100,10,8,446694266,1.0,1.0,85862,True
5,25,13,3,391250760,0.32,0.0666666666666666,4221,True
30,900,12,8,390595408,1.0,1.0,8856240,True
20,400,18,8,391709512,0.9875,0.3333333333333333,2013372,True
50,2500,11,8,448856960,1.0,1.0,76999294,True
5,25,11,5,391578444,0.4,0.125,4369,True
40,1600,2,8,397607763,1.0,1.0,11162161,True
40,1600,5,8,397738828,1.0,1.0,16785208,True
50,2500,12,5,448004998,0.9996,0.5,69856905,True
30,900,15,8,391643985,1.0,1.0,7633004,True
15,225,14,8,450298754,1.0,1.0,544553,True
30,900,20,5,444662640,0.9733333333333334,0.0555555555555555,7056711,True
15,225,30,8,449053568,0.72,0.0277777777777777,383737,True
50,2500,20,8,448070524,1.0,1.0,71373587,True
40,1600,25,5,448004989,0.240625,0.0018761726078799,20003333,True
50,2500,8,8,345375527,1.0,1.0,47246658,True
10,100,20,5,386990918,0.2,0.0227272727272727,35089,True
15,225,15,8,450757505,0.9955555555555556,0.5,470304,True
10,100,2,8,395641672,1.0,1.0,49694,True
50,2500,13,8,450167683,1.0,1.0,96656684,True
30,900,2,5,394265413,1.0,1.0,3664504,True
5,25,18,3,393151305,0.16,0.0476190476190476,3258,True
10,100,25,8,449577853,0.96,0.2,109199,True
10,100,12,5,445449082,0.94,0.1428571428571428,69667,True
10,100,2,3,392692552,1.0,1.0,49453,True
50,2500,25,8,451478402,0.9988,0.3333333333333333,54147477,True
50,2500,25,5,449774471,0.9408,0.0103092783505154,66446757,True
50,2500,10,3,444072822,0.982,0.1,26585958,True
30,900,13,8,449381250,1.0,1.0,6900636,True
15,225,13,5,389153612,1.0,1.0,436576,True
40,1600,20,8,449119109,1.0,1.0,25829714,True
40,1600,20,5,446628734,0.975,0.0416666666666666,31374540,True
20,400,20,8,447284091,0.995,0.3333333333333333,1635935,True
15,225,11,5,446825346,1.0,1.0,252824,True
5,25,8,8,296420086,1.0,1.0,7381,True
15,225,30,5,389415760,0.0666666666666666,0.0071942446043165,100860,True
20,400,8,8,399704915,1.0,1.0,1329889,True
5,25,30,5,391643973,0.12,0.0666666666666666,4117,True
30,900,2,8,396100427,1.0,1.0,6107402,True
50,2500,20,8,447939448,1.0,1.0,62404624,True
40,1600,2,5,394658635,1.0,1.0,24175937,True
15,225,10,8,448594819,1.0,1.0,436003,True
10,100,12,3,443614067,0.69,0.0588235294117647,103398,True
10,100,25,3,446956419,0.05,0.0126582278481012,15410,True
30,900,20,8,447677310,0.9988888888888888,0.5,5578321,True
40,1600,25,5,390136651,0.04125,0.0013089005235602,4292065,True
20,400,20,8,447415164,0.9975,0.5,1252949,True
20,400,25,8,450364293,0.99,0.2,1416231,True
10,100,5,8,398132051,1.0,1.0,82583,True
20,400,18,8,392954707,1.0,1.0,1289349,True
30,900,15,3,445514614,0.0266666666666666,0.0021367521367521,739937,True
20,400,12,8,447873918,1.0,1.0,1158303,True
10,100,2,5,392692543,1.0,1.0,56531,True
30,900,2,8,395313986,1.0,1.0,3128945,True
10,100,14,3,444138353,0.17,0.0212765957446808,24904,True
40,1600,20,3,445121405,0.010625,0.0009319664492078,644068,True
50,2500,14,8,450364288,1.0,1.0,45678947,True
20,400,18,3,446694262,0.045,0.00418410041841,183913,True
50,2500,12,5,447087485,1.0,1.0,49676641,True
20,400,11,8,447284092,1.0,1.0,1345102,True
40,1600,5,3,394789706,1.0,1.0,14473103,True
30,900,2,3,392168255,1.0,1.0,4549264,True
30,900,8,5,397935443,1.0,1.0,3446015,True
40,1600,8,8,399967058,1.0,1.0,18726429,True
40,1600,2,8,396559179,1.0,1.0,12913098,True
40,1600,2,8,396493643,1.0,1.0,13479415,True
20,400,15,8,448856954,1.0,1.0,1928930,True
15,225,30,5,447284095,0.0755555555555555,0.0073529411764705,102634,True
30,900,11,5,445842299,1.0,1.0,6182762,True
30,900,10,5,444269426,1.0,1.0,5878566,True
40,1600,13,8,390595403,1.0,1.0,31216009,True
50,2500,10,3,443679600,0.9964,0.25,43150253,True
40,1600,8,3,396690255,1.0,1.0,17759609,True
10,100,2,5,393806666,1.0,1.0,45031,True
10,100,13,5,446235518,0.88,0.25,68996,True
10,100,5,8,397017929,1.0,1.0,77071,True
10,100,20,8,446694262,0.97,0.25,116502,True
40,1600,8,3,397083472,1.0,1.0,36921092,True
5,25,15,8,340329249,0.8,0.3333333333333333,7922,True
40,1600,8,5,397345610,1.0,1.0,22151775,True
20,400,5,5,395641674,1.0,1.0,737706,True
40,1600,25,3,447808384,0.005625,0.0008733624454148,534385,True
10,100,10,3,443941758,0.37,0.0434782608695652,88916,True
30,900,5,3,394986313,1.0,1.0,4457152,True
20,400,14,3,445776765,0.0425,0.0049504950495049,234729,True
20,400,25,3,445907834,0.0225,0.0033333333333333,165333,True
40,1600,5,3,394199875,1.0,1.0,18828612,True
10,100,12,8,447611774,0.98,0.5,121343,True
5,25,25,3,393675603,0.16,0.05,3476,True
10,100,10,3,443810685,0.62,0.0555555555555555,54908,True
40,1600,20,5,388498251,0.98125,0.05,18763219,True
15,225,10,8,447546234,1.0,1.0,517794,True
20,400,2,3,392954695,1.0,1.0,590722,True
50,2500,14,3,445842294,0.022,0.0008771929824561,5565905,True
40,1600,10,5,445121401,1.0,1.0,32493611,True
15,225,11,5,447021955,1.0,1.0,284209,True
15,225,30,5,388629320,0.0933333333333333,0.0079365079365079,210088,True
40,1600,20,5,446169981,0.995,0.1666666666666666,22847930,True
30,900,14,3,445514619,0.8955555555555555,0.0192307692307692,13555684,True
10,100,30,8,446563185,0.52,0.0588235294117647,192129,True
15,225,5,8,398984017,1.0,1.0,291608,True
20,400,30,8,447742842,0.9125,0.0476190476190476,2165674,True
40,1600,11,3,444466041,0.976875,0.1111111111111111,22137977,True
20,400,20,8,447873916,0.9925,0.3333333333333333,1560475,True
40,1600,12,8,448725884,1.0,1.0,22858831,True
5,25,18,8,396297042,0.76,0.2,8191,True
10,100,5,3,393937735,0.75,0.25,26800,True
50,2500,15,8,450233214,1.0,1.0,63098433,True
50,2500,13,5,447284093,0.9996,0.5,69606707,True
10,100,30,8,446694259,0.31,0.0526315789473684,131802,True
15,225,10,3,444007284,0.3377777777777778,0.0222222222222222,212549,True
15,225,25,8,450167674,0.8666666666666667,0.0625,501054,True
40,1600,12,8,448004983,1.0,1.0,17155240,True
15,225,13,3,445776760,0.1866666666666666,0.0135135135135135,154051,True
5,25,20,8,393610058,0.96,0.5,9717,True
20,400,11,8,389350215,1.0,1.0,1358082,True
40,1600,18,3,448463743,0.013125,0.0009832841691248,650129,True
20,400,10,3,442762096,0.995,0.3333333333333333,1081905,True
30,900,20,8,447742844,1.0,1.0,7313168,True
5,25,13,8,394396493,1.0,1.0,8365,True
10,100,11,5,444990330,0.99,0.5,78366,True
20,400,12,3,444531579,0.78,0.0416666666666666,1539419,True
15,225,12,8,390464334,1.0,1.0,352414,True
30,900,12,5,447218564,1.0,1.0,4301965,True
10,100,11,5,444269427,0.93,0.5,72090,True
5,25,15,8,396493657,0.92,0.5,8057,True
50,2500,20,5,388432711,0.9912,0.0909090909090909,79194080,True
50,2500,25,5,390923087,0.9148,0.008695652173913,80966617,True
15,225,14,8,450036611,1.0,1.0,453756,True
10,100,10,5,443286382,1.0,1.0,84785,True
40,1600,10,5,445318010,1.0,1.0,25805843,True
5,25,15,3,392889169,0.16,0.0666666666666666,3294,True
15,225,14,3,446956416,0.0977777777777777,0.0109890109890109,117218,True
5,25,14,8,394134343,0.88,0.3333333333333333,8262,True
30,900,11,5,444466031,0.9977777777777778,0.5,5693976,True
15,225,8,8,401015638,1.0,1.0,455326,True
20,400,25,5,447611769,0.0875,0.0053763440860215,356832,True
40,1600,30,5,446169977,0.0325,0.0011037527593818,1172978,True
10,100,15,5,447415168,0.98,0.3333333333333333,109628,True
15,225,11,5,446497661,0.9955555555555556,0.5,249770,True
50,2500,13,5,448070531,1.0,1.0,49847993,True
20,400,15,3,446301056,0.0625,0.0048076923076923,268073,True
20,400,25,5,447153014,0.0775,0.0058479532163742,371037,True
20,400,14,8,448988032,1.0,1.0,1192022,True
20,400,10,8,447546241,1.0,1.0,1552323,True
50,2500,5,8,398984020,1.0,1.0,72121014,True
20,400,20,5,444728178,0.8475,0.0588235294117647,1397787,True
10,100,10,8,447153023,1.0,1.0,105764,True
40,1600,13,5,447808385,1.0,1.0,25345925,True
5,25,25,8,341115685,0.6,0.1428571428571428,8066,True
15,225,20,5,446825341,0.3911111111111111,0.0232558139534883,276901,True
40,1600,14,8,449643393,1.0,1.0,19697505,True
5,25,13,8,394462029,0.96,0.5,7674,True
15,225,15,8,450757508,0.9866666666666668,0.5,410025,True
50,2500,8,3,397280081,0.9984,0.25,22024317,True
15,225,18,5,450167681,0.8888888888888888,0.0833333333333333,455148,True
5,25,18,5,340001570,0.24,0.1111111111111111,4833,True
10,100,2,3,393151307,1.0,1.0,68445,True
10,100,20,5,444793720,0.83,0.0833333333333333,147650,True
30,900,25,3,446301049,0.0144444444444444,0.0015243902439024,243028,True
10,100,5,8,396821324,1.0,1.0,75862,True
15,225,12,5,446497658,0.9911111111111112,0.3333333333333333,387054,True
50,2500,11,8,390136650,1.0,1.0,46169237,True
30,900,12,5,446628736,1.0,1.0,7382694,True
5,25,5,8,347472677,1.0,1.0,5374,True
30,900,11,3,444400507,0.2044444444444444,0.0048780487804878,3232885,True
30,900,11,8,389284677,1.0,1.0,8963669,True
50,2500,30,3,445776764,0.0024,0.0005002501250625,517516,True
10,100,5,3,393085760,1.0,1.0,70341,True
15,225,13,8,450102150,1.0,1.0,510938,True
10,100,18,8,450954117,0.99,0.5,114491,True
30,900,18,3,447611773,0.0122222222222222,0.0017182130584192,396290,True
5,25,12,8,339018523,1.0,1.0,9594,True
5,25,14,8,395641684,0.92,0.5,8779,True
50,2500,14,8,450954119,1.0,1.0,76658296,True
30,900,8,3,396034892,0.9944444444444444,0.5,4140421,True
15,225,15,8,450954117,1.0,1.0,475867,True
40,1600,11,8,390202191,1.0,1.0,15974417,True
20,400,12,5,445514617,1.0,1.0,1094512,True
40,1600,25,8,450626435,0.99625,0.2,20550043,True
20,400,30,5,446497663,0.035,0.0038910505836575,179464,True
15,225,30,5,446890874,0.0488888888888888,0.0064516129032258,71178,True
40,1600,12,3,445318010,0.990625,0.0909090909090909,20927998,True
5,25,20,8,394593108,0.96,0.5,7531,True
5,25,8,5,346555169,0.8,0.25,4815,True
50,2500,13,8,449643392,1.0,1.0,63919556,True
10,100,8,3,394462017,0.93,0.25,78174,True
50,2500,10,8,390136655,1.0,1.0,63154973,True
5,25,14,3,392168270,0.2,0.0714285714285714,3456,True
50,2500,15,8,450626436,1.0,1.0,47985235,True
10,100,20,3,443351927,0.21,0.0188679245283018,81954,True
40,1600,18,3,448267138,0.018125,0.0010162601626016,975150,True
10,100,12,5,445383544,0.94,0.25,94804,True
30,900,14,5,447218555,1.0,1.0,7967225,True
15,225,15,8,451347335,0.9955555555555556,0.5,427105,True
50,2500,18,3,447873914,0.0096,0.0006653359946773,1539688,True
5,25,18,3,394134352,0.12,0.05,2939,True
40,1600,15,3,447349635,0.056875,0.0014492753623188,7919196,True
50,2500,2,5,395641676,1.0,1.0,32140555,True
40,1600,12,5,447021950,0.99875,0.5,11107914,True
40,1600,20,5,387449666,0.995625,0.2,28305463,True
50,2500,12,3,445514618,0.9708,0.0222222222222222,44214247,True
10,100,20,5,444597109,0.89,0.0909090909090909,84440,True
50,2500,25,8,450626430,0.9996,0.5,78673411,True
40,1600,18,8,393544534,1.0,1.0,25003439,True
50,2500,2,3,393478980,1.0,1.0,39810053,True
30,900,10,5,445973377,0.9988888888888888,0.5,4490979,True
5,25,25,5,393610060,0.44,0.0769230769230769,5397,True
5,25,2,5,344458018,1.0,1.0,5025,True
10,100,25,8,449577852,0.91,0.25,112927,True
50,2500,30,5,388563782,0.0444,0.0007299270072992,7889937,True
30,900,20,8,447480698,0.9788888888888888,0.3333333333333333,7777435,True
5,25,20,8,393610061,0.56,0.25,7784,True
10,100,25,8,336069402,0.96,0.25,166386,True
30,900,8,3,396165962,1.0,1.0,9328619,True
15,225,2,3,393544516,1.0,1.0,262823,True
30,900,25,8,449774457,0.9933333333333332,0.2,7429322,True
40,1600,5,5,396297035,1.0,1.0,17076313,True
20,400,30,8,448529282,0.7375,0.032258064516129,1691880,True
15,225,12,8,335151895,1.0,1.0,300755,True
30,900,30,3,445383547,0.0111111111111111,0.0014409221902017,279359,True
10,100,5,8,397607758,1.0,1.0,91164,True
20,400,25,8,449577852,0.9725,0.25,2309616,True
50,2500,15,3,447546241,0.02,0.0007616146230007,3027028,True
15,225,10,8,448136065,1.0,1.0,380366,True
40,1600,25,5,448398202,0.025625,0.0011792452830188,2175682,True
20,400,20,5,445645691,0.935,0.0625,1262631,True
5,25,2,8,346293026,1.0,1.0,6039,True
20,400,20,5,445973374,0.08,0.0071942446043165,380546,True
50,2500,8,5,398066507,1.0,1.0,65684607,True
5,25,15,8,395969363,1.0,1.0,8267,True
50,2500,15,8,450823043,1.0,1.0,55087972,True
10,100,30,5,445186935,0.12,0.0178571428571428,31374,True
30,900,10,3,443417458,0.9922222222222222,0.2,8066131,True
10,100,5,3,393347906,1.0,1.0,50116,True
50,2500,14,3,446366586,0.0332,0.0008613264427217,5454981,True
10,100,10,8,388760392,1.0,1.0,83035,True
10,100,25,5,390136658,0.24,0.0204081632653061,71674,True
30,900,18,8,392168267,0.9844444444444445,0.5,5362653,True
20,400,12,8,447677304,1.0,1.0,1486083,True
5,25,2,8,345703198,1.0,1.0,4192,True
10,100,12,8,447808379,1.0,1.0,87560,True
15,225,14,8,450560902,1.0,1.0,445451,True
5,25,20,5,337052442,0.44,0.0909090909090909,4719,True
15,225,18,5,449905537,0.8177777777777778,0.0555555555555555,390628,True
5,25,25,5,393741135,0.48,0.1111111111111111,6080,True
5,25,11,5,390988614,0.6,0.1666666666666666,13848,True
15,225,25,5,448529276,0.1066666666666666,0.0075757575757575,290868,True
40,1600,14,8,449512316,1.0,1.0,21305650,True
30,900,20,8,448398209,1.0,1.0,7600709,True
20,400,14,8,448791418,1.0,1.0,1602750,True
5,25,8,8,348717863,1.0,1.0,8711,True
40,1600,15,3,446759806,0.044375,0.0013071895424836,2782956,True
30,900,12,8,389546822,1.0,1.0,8513871,True
15,225,10,5,445711223,1.0,1.0,532116,True
20,400,14,5,447546243,0.9925,0.25,1368325,True
50,2500,11,8,448594814,1.0,1.0,53654003,True
10,100,25,5,447611771,0.74,0.0476190476190476,95013,True
5,25,18,3,393216841,0.28,0.0625,4819,True
15,225,25,8,336921373,0.9511111111111112,0.1428571428571428,494187,True
20,400,25,3,446301051,0.025,0.0036363636363636,109328,True
20,400,18,5,449250181,0.9475,0.0588235294117647,1170164,True
10,100,11,5,445711231,1.0,1.0,87090,True
5,25,5,5,345178908,1.0,1.0,6987,True
50,2500,12,8,449315715,1.0,1.0,67173552,True
15,225,15,8,449708922,0.9955555555555556,0.5,390070,True
15,225,13,5,447677310,1.0,1.0,403550,True
40,1600,5,8,291046123,1.0,1.0,19099992,True
30,900,10,8,446956410,1.0,1.0,5812970,True
30,900,8,5,398263123,1.0,1.0,8159954,True
30,900,30,5,387777348,0.0233333333333333,0.0019011406844106,660859,True
40,1600,12,3,444597112,0.935,0.0256410256410256,37405337,True
15,225,18,3,448660355,0.0533333333333333,0.0068027210884353,99302,True
10,100,14,8,448070520,0.99,0.5,98051,True
30,900,20,5,445842301,0.9822222222222222,0.0909090909090909,5298381,True
15,225,8,8,399508300,1.0,1.0,380545,True
50,2500,18,3,447742840,0.0096,0.000659195781147,1745084,True
30,900,2,8,341312280,1.0,1.0,2391599,True
40,1600,20,3,444793724,0.01375,0.0009708737864077,1885011,True
30,900,2,5,393478976,1.0,1.0,2747863,True
30,900,20,5,332595984,0.8977777777777778,0.0384615384615384,6014632,True
15,225,5,5,396362568,1.0,1.0,200803,True
20,400,13,3,444990330,0.085,0.00625,240804,True
40,1600,20,8,448136061,1.0,1.0,25609881,True
10,100,8,8,343081753,1.0,1.0,128726,True
40,1600,14,8,449512318,1.0,1.0,24112063,True
40,1600,18,3,448660353,0.018125,0.0010060362173038,1012171,True
30,900,8,3,395903816,0.9922222222222222,0.5,5435938,True
5,25,15,5,394003283,0.28,0.0909090909090909,5623,True
50,2500,5,8,398328651,1.0,1.0,60403409,True
15,225,15,5,447939450,0.9733333333333334,0.1428571428571428,265353,True
40,1600,2,5,394920779,1.0,1.0,7562280,True
10,100,8,3,395838285,0.45,0.0833333333333333,78784,True
40,1600,12,8,448988035,1.0,1.0,19574297,True
5,25,10,5,391054150,0.56,0.25,6624,True
15,225,5,3,395182921,0.9955555555555556,0.5,214549,True
5,25,20,8,393937743,0.68,0.25,7691,True
40,1600,10,3,443417460,0.986875,0.0833333333333333,14276921,True
20,400,8,3,395707209,0.97,0.1666666666666666,1729832,True
40,1600,5,8,342819610,1.0,1.0,31641169,True
20,400,12,8,389022530,1.0,1.0,1322818,True
5,25,18,8,396624724,0.76,0.25,7514,True
30,900,15,8,390923080,1.0,1.0,5438819,True
30,900,8,3,395641672,1.0,1.0,4951719,True
15,225,25,3,447480699,0.0311111111111111,0.0060975609756097,45601,True
5,25,18,3,393675598,0.16,0.0666666666666666,3175,True
30,900,15,5,447415166,0.9933333333333332,0.25,7279131,True
15,225,18,8,393282387,1.0,1.0,472483,True
20,400,2,3,393020230,1.0,1.0,539989,True
10,100,12,5,386859840,0.6,0.1,80865,True
40,1600,2,8,342164255,1.0,1.0,12013159,True
30,900,13,8,448660347,1.0,1.0,7065970,True
30,900,10,3,444269433,0.9577777777777776,0.1428571428571428,8915085,True
15,225,30,3,445449083,0.0266666666666666,0.0054644808743169,36278,True
5,25,12,3,391709522,0.24,0.0769230769230769,3180,True
40,1600,12,3,445449081,0.956875,0.025,18085664,True
5,25,25,3,392561486,0.08,0.0416666666666666,2768,True
50,2500,20,8,448201596,1.0,1.0,41290497,True
15,225,12,3,446169984,0.6222222222222222,0.025,536017,True
5,25,18,5,395248469,0.64,0.1666666666666666,6055,True
10,100,2,8,395576136,1.0,1.0,40121,True
10,100,8,3,396428115,0.66,0.0769230769230769,82229,True
5,25,14,8,395510612,0.96,0.5,9088,True
15,225,15,3,446956411,0.3288888888888889,0.0109890109890109,213158,True
30,900,13,8,390464333,1.0,1.0,5898002,True
15,225,25,3,448660360,0.0444444444444444,0.0062893081761006,64416,True
10,100,11,3,443614071,0.21,0.0294117647058823,72369,True
20,400,2,8,396624721,1.0,1.0,849309,True
5,25,18,5,394789711,0.52,0.1428571428571428,6785,True
40,1600,25,3,447349629,0.008125,0.0008361204013377,513552,True
15,225,15,3,448201608,0.0355555555555555,0.0072463768115942,41270,True
40,1600,5,3,394658630,1.0,1.0,18988724,True
15,225,18,3,447611767,0.04,0.0067567567567567,39303,True
50,2500,11,3,444466036,0.9968,0.3333333333333333,75418365,True
15,225,14,8,450364293,0.9955555555555556,0.5,321111,True
30,900,14,8,448267125,1.0,1.0,8588774,True
15,225,5,8,398263118,1.0,1.0,382418,True
50,2500,2,8,342491934,1.0,1.0,30243255,True
50,2500,15,3,447284095,0.0724,0.0008264462809917,9594726,True
10,100,25,3,445580151,0.04,0.0136986301369863,12550,True
15,225,5,5,396755787,1.0,1.0,273691,True
5,25,30,8,394265421,0.8,0.1666666666666666,11259,True
15,225,11,8,448791427,1.0,1.0,378915,True
40,1600,12,8,448201593,1.0,1.0,18473195,True
30,900,25,3,446628728,0.0144444444444444,0.0014450867052023,423404,True
40,1600,12,3,445907840,0.075,0.0016233766233766,6337501,True
30,900,15,5,448332673,0.9855555555555556,0.25,7904509,True
5,25,2,3,343081758,1.0,1.0,4666,True
15,225,2,5,396428117,1.0,1.0,112981,True
15,225,5,3,396100435,1.0,1.0,191507,True
20,400,13,3,445449083,0.1475,0.0055865921787709,622997,True
15,225,8,8,400884567,1.0,1.0,591997,True
5,25,25,8,340853540,0.56,0.2,9284,True
10,100,14,5,446628733,0.93,0.25,103057,True
20,400,25,3,446038905,0.0225,0.003690036900369,104988,True
30,900,20,5,387121985,0.9755555555555556,0.0909090909090909,8230905,True
40,1600,18,5,448725880,0.988125,0.0909090909090909,16658940,True
40,1600,8,5,399115097,1.0,1.0,16101826,True
10,100,18,3,447611778,0.15,0.0163934426229508,62104,True
30,900,11,8,447153014,1.0,1.0,5351227,True
10,100,12,3,443351922,0.17,0.0256410256410256,20401,True
40,1600,10,5,445580153,1.0,1.0,20436285,True
20,400,11,8,447939457,1.0,1.0,1858960,True
50,2500,13,3,445842296,0.1244,0.001132502831257,13194591,True
50,2500,10,8,447546235,1.0,1.0,56275001,True
20,400,5,5,394855238,1.0,1.0,740483,True
40,1600,15,3,446563197,0.01625,0.0011682242990654,811466,True
30,900,18,8,450495354,1.0,1.0,9751190,True
5,25,25,5,394199889,0.44,0.0714285714285714,7145,True
20,400,8,5,397017933,1.0,1.0,1124134,True
5,25,13,5,392233803,0.64,0.2,5648,True
10,100,8,3,395641677,0.37,0.0588235294117647,53617,True
50,2500,11,8,448791424,1.0,1.0,48263735,True
30,900,20,3,443482994,0.0133333333333333,0.0017361111111111,289194,True
30,900,12,8,447349621,1.0,1.0,6045515,True
10,100,30,8,447480697,0.52,0.04,86936,True
40,1600,14,8,390792008,1.0,1.0,28694478,True
5,25,8,5,346227486,1.0,1.0,6348,True
30,900,2,5,395051855,1.0,1.0,2411726,True
30,900,25,5,447546230,0.0622222222222222,0.0026246719160104,1665370,True
10,100,10,8,446169975,1.0,1.0,81730,True
15,225,20,3,445186942,0.0355555555555555,0.0068493150684931,34196,True
5,25,5,5,345899811,1.0,1.0,4987,True
40,1600,13,8,390267719,1.0,1.0,16349184,True
40,1600,18,3,448594819,0.008125,0.0009794319294809,555653,True
40,1600,12,3,444531573,0.0675,0.0017241379310344,3491445,True
10,100,30,8,447349624,0.39,0.04,96922,True
5,25,11,3,390988620,0.4,0.1111111111111111,6347,True
40,1600,11,3,444334966,0.996875,0.2,23085069,True
30,900,12,3,443941745,0.8255555555555556,0.0175438596491228,8335347,True
10,100,10,3,442696562,0.44,0.04,48389,True
10,100,25,5,447349626,0.35,0.0217391304347826,75894,True
20,400,12,8,334693143,1.0,1.0,1789443,True
40,1600,14,8,450298756,1.0,1.0,32698570,True
40,1600,5,3,395510607,1.0,1.0,28813670,True
10,100,30,5,445449082,0.09,0.0151515151515151,22422,True
5,25,11,8,393675596,1.0,1.0,7803,True
30,900,30,5,446497662,0.0444444444444444,0.0019157088122605,1375072,True
5,25,5,3,343999260,0.88,0.3333333333333333,4953,True
20,400,14,5,446628733,0.965,0.3333333333333333,1199700,True
15,225,5,3,395117383,1.0,1.0,406804,True
40,1600,13,8,448594812,1.0,1.0,23041635,True
30,900,5,8,398328655,1.0,1.0,6653410,True
15,225,18,8,337511197,0.9955555555555556,0.5,388362,True
30,900,20,5,445776760,0.9755555555555556,0.0625,8380372,True
15,225,2,3,394855248,1.0,1.0,158011,True
15,225,30,8,449184637,0.8266666666666667,0.0714285714285714,625914,True
5,25,18,3,394003279,0.24,0.0833333333333333,4600,True
40,1600,20,5,446563197,0.984375,0.0714285714285714,28573221,True
50,2500,10,3,444400507,0.998,0.2,27957370,True
15,225,11,5,446759806,0.9955555555555556,0.5,395876,True
10,100,11,3,442893168,0.12,0.0277777777777777,21483,True
50,2500,12,5,445907828,1.0,1.0,31562190,True
10,100,13,3,444269432,0.18,0.0227272727272727,24762,True
50,2500,20,3,444597109,0.0076,0.0006246096189881,1453886,True
40,1600,11,3,444269427,0.98125,0.0909090909090909,29422860,True
30,900,5,5,396165966,1.0,1.0,5088916,True
50,2500,25,3,447808382,0.0048,0.0005408328826392,1042214,True
10,100,2,5,393085760,1.0,1.0,64857,True
40,1600,2,5,394593096,1.0,1.0,17066294,True
5,25,12,3,389940032,0.16,0.0555555555555555,3112,True
10,100,14,8,448791424,1.0,1.0,94131,True
50,2500,18,8,452920201,1.0,1.0,48847066,True
40,1600,5,3,395051850,1.0,1.0,9476196,True
20,400,11,8,389743436,1.0,1.0,1256995,True
50,2500,15,3,447021947,0.0184,0.0007645259938837,2906728,True
15,225,18,5,450823048,0.8711111111111111,0.0476190476190476,668548,True
