width,N,q,F,seed,s_max,s_mean,steps_to_freeze,is_frozen
50,2500,10,3,386663241,0.9992,0.5,48735137,True
50,2500,10,3,386138945,0.9952,0.1428571428571428,61748533,True
50,2500,10,3,386270018,0.99,0.1666666666666666,47456224,True
50,2500,10,3,386663240,0.9656,0.0909090909090909,35562884,True
50,2500,10,3,386466629,0.994,0.125,46683361,True
50,2500,10,3,386728777,0.9404,0.0526315789473684,42459822,True
50,2500,10,3,386401091,0.9996,0.5,40393923,True
50,2500,10,3,386466628,0.9984,0.25,40732393,True
50,2500,10,3,386794314,0.9996,0.5,51552467,True
50,2500,10,3,386204481,0.9996,0.5,71914799,True
50,2500,10,3,386335554,0.9868,0.1,51787159,True
50,2500,10,3,386794313,0.992,0.1428571428571428,37899224,True
50,2500,10,3,386794312,0.998,0.25,27362304,True
50,2500,10,3,386597702,1.0,1.0,42285487,True
50,2500,10,3,386532166,0.9988,0.25,68086030,True
50,2500,10,3,386859850,0.9944,0.1666666666666666,36645229,True
50,2500,10,3,386597703,0.9916,0.1666666666666666,65637252,True
50,2500,10,3,386990923,0.9976,0.1666666666666666,28632436,True
50,2500,10,3,386663239,0.9916,0.1111111111111111,52324501,True
50,2500,10,3,386532164,0.9984,0.25,39868784,True
50,2500,10,3,386728775,0.9968,0.3333333333333333,40689937,True
50,2500,10,3,386859849,1.0,1.0,38381654,True
50,2500,10,3,386728776,0.9992,0.5,53198115,True
50,2500,10,3,386925386,0.9884,0.1428571428571428,39188396,True
50,2500,10,3,386466627,0.9992,0.3333333333333333,52684493,True
50,2500,10,3,386925387,0.9984,0.3333333333333333,56136604,True
50,2500,10,3,386532165,0.9968,0.25,67211782,True
5,25,11,3,283575005,0.16,0.0625,3932,True
5,25,11,3,283640542,0.12,0.0555555555555555,3674,True
5,25,11,3,283706079,0.44,0.0833333333333333,4522,True
5,25,11,3,283771616,0.32,0.125,4418,True
5,25,11,3,283837153,0.4,0.0833333333333333,11010,True
5,25,11,3,283902690,0.36,0.0769230769230769,4040,True
50,2500,10,3,386663237,0.9924,0.3333333333333333,32115372,True
5,25,11,3,283968227,0.4,0.1111111111111111,5150,True
5,25,11,3,284033764,0.44,0.2,4207,True
5,25,11,3,284099301,0.12,0.0625,2986,True
5,25,11,3,284164838,0.36,0.1,4342,True
5,25,11,3,334889742,0.44,0.125,3699,True
5,25,11,3,334955279,0.44,0.1,4883,True
5,25,11,3,335020816,0.36,0.0909090909090909,5532,True
5,25,11,3,335086353,0.44,0.1666666666666666,9295,True
5,25,11,3,335151890,0.24,0.0625,3653,True
5,25,11,3,335217427,0.24,0.125,3673,True
5,25,11,3,335282964,0.36,0.1111111111111111,4305,True
5,25,11,3,335348501,0.24,0.0909090909090909,3758,True
5,25,11,3,335414038,0.44,0.125,5340,True
5,25,11,3,335479575,0.44,0.0909090909090909,8436,True
5,25,11,3,335020815,0.16,0.0714285714285714,3322,True
5,25,11,3,335086352,0.2,0.0833333333333333,4078,True
5,25,11,3,335151889,0.16,0.0666666666666666,2885,True
5,25,11,3,335217426,0.72,0.1666666666666666,8555,True
5,25,11,3,335282963,0.4,0.125,4034,True
5,25,11,3,335348500,0.36,0.125,4424,True
5,25,11,3,335414037,0.44,0.0909090909090909,6481,True
5,25,11,3,335479574,0.36,0.0833333333333333,4705,True
5,25,11,3,335545111,0.36,0.125,4027,True
5,25,11,3,335610648,0.4,0.1111111111111111,5559,True
5,25,11,3,335151888,0.68,0.125,6479,True
5,25,11,3,335217425,0.64,0.125,4816,True
5,25,11,3,335282962,0.44,0.2,4037,True
5,25,11,3,335348499,0.32,0.1111111111111111,8447,True
5,25,11,3,335414036,0.48,0.1111111111111111,5852,True
5,25,11,3,335479573,0.48,0.1666666666666666,4137,True
5,25,11,3,335545110,0.2,0.0833333333333333,3322,True
5,25,11,3,335610647,0.2,0.0588235294117647,3828,True
5,25,11,3,335676184,0.24,0.1111111111111111,4069,True
5,25,11,3,335741721,0.4,0.2,7549,True
5,25,11,3,335282961,0.24,0.0588235294117647,3610,True
5,25,11,3,335348498,0.16,0.0714285714285714,3850,True
5,25,11,3,335414035,0.64,0.1,8028,True
5,25,11,3,335479572,0.32,0.1,15047,True
5,25,11,3,335545109,0.56,0.1,6081,True
5,25,11,3,335610646,0.28,0.1,4337,True
5,25,11,3,335676183,0.32,0.1428571428571428,4193,True
5,25,11,3,335741720,0.36,0.1111111111111111,5063,True
5,25,11,3,335807257,0.24,0.0769230769230769,3584,True
5,25,11,3,335872794,0.24,0.0769230769230769,3161,True
5,25,11,3,335414034,0.28,0.1111111111111111,3447,True
5,25,11,3,335479571,0.6,0.1428571428571428,7298,True
5,25,11,3,335545108,0.2,0.0714285714285714,2918,True
5,25,11,3,335610645,0.16,0.0625,3537,True
5,25,11,3,335676182,0.48,0.1428571428571428,6849,True
5,25,11,3,335741719,0.28,0.0909090909090909,4849,True
5,25,11,3,335807256,0.48,0.125,13060,True
5,25,11,3,335872793,0.32,0.0769230769230769,3999,True
5,25,11,3,335938330,0.4,0.1666666666666666,4919,True
5,25,11,3,336003867,0.16,0.0714285714285714,3151,True
5,25,11,3,335545107,0.28,0.0769230769230769,4393,True
5,25,11,3,335610644,0.48,0.1428571428571428,5911,True
5,25,11,3,335676181,0.6,0.1666666666666666,5318,True
5,25,11,3,335741718,0.32,0.1,3799,True
5,25,11,3,335807255,0.32,0.1428571428571428,5536,True
5,25,11,3,335872792,0.28,0.1,3351,True
5,25,11,3,335938329,0.28,0.0833333333333333,5214,True
5,25,11,3,336003866,0.36,0.0833333333333333,3542,True
5,25,11,3,336069403,0.68,0.2,5928,True
5,25,11,3,336134940,0.4,0.1111111111111111,4135,True
5,25,11,3,335676180,0.6,0.1428571428571428,5750,True
5,25,11,3,335741717,0.36,0.1666666666666666,3971,True
5,25,11,3,335807254,0.36,0.125,5393,True
5,25,11,3,335872791,0.24,0.0714285714285714,4602,True
5,25,11,3,335938328,0.64,0.3333333333333333,5938,True
5,25,11,3,336003865,0.52,0.1428571428571428,7649,True
5,25,11,3,336069402,0.2,0.0909090909090909,3527,True
5,25,11,3,336134939,0.48,0.1,4804,True
5,25,11,3,336200476,0.32,0.0769230769230769,4948,True
5,25,11,3,336266013,0.28,0.1111111111111111,5269,True
5,25,11,3,335807253,0.28,0.1,3784,True
5,25,11,3,335872790,0.32,0.1111111111111111,5122,True
5,25,11,3,335938327,0.44,0.1,3350,True
5,25,11,3,336003864,0.2,0.1,3235,True
5,25,11,3,336069401,0.2,0.0769230769230769,3314,True
5,25,11,3,336134938,0.44,0.1428571428571428,6537,True
5,25,11,3,336200475,0.32,0.125,5528,True
5,25,11,3,336266012,0.2,0.0588235294117647,3093,True
5,25,11,3,336331549,0.24,0.125,3515,True
5,25,11,3,336397086,0.4,0.0833333333333333,8407,True
5,25,11,3,335938326,0.4,0.1,7582,True
5,25,11,3,336003863,0.4,0.1428571428571428,5344,True
5,25,11,3,336069400,0.36,0.0909090909090909,6931,True
5,25,11,3,336134937,0.24,0.0769230769230769,4325,True
5,25,11,3,336200474,0.36,0.0769230769230769,6394,True
5,25,11,3,336266011,0.4,0.1111111111111111,4276,True
5,25,11,3,336331548,0.24,0.0666666666666666,3788,True
5,25,11,3,336397085,0.48,0.1666666666666666,8237,True
5,25,11,3,336462622,0.32,0.0833333333333333,4087,True
5,25,11,3,336528159,0.4,0.0833333333333333,3884,True
10,100,11,3,330629897,0.34,0.0277777777777777,94552,True
10,100,11,3,330695434,0.6,0.0833333333333333,52614,True
10,100,11,3,330826508,0.33,0.0217391304347826,34267,True
10,100,11,3,330760971,0.59,0.0555555555555555,124975,True
10,100,11,3,330892045,0.15,0.0232558139534883,29455,True
10,100,11,3,330957582,0.65,0.0714285714285714,97451,True
10,100,11,3,331023119,0.45,0.04,98320,True
10,100,11,3,331154193,0.28,0.024390243902439,35195,True
10,100,11,3,331088656,0.47,0.0909090909090909,75788,True
10,100,11,3,331219730,0.15,0.0277777777777777,28633,True
10,100,11,3,384828218,0.38,0.0476190476190476,47595,True
10,100,11,3,384893755,0.36,0.05,59494,True
10,100,11,3,384959292,0.33,0.0384615384615384,102669,True
10,100,11,3,385024829,0.5,0.05,70280,True
10,100,11,3,385155903,0.28,0.03125,44908,True
10,100,11,3,385090366,0.43,0.0333333333333333,62453,True
10,100,11,3,385221440,0.35,0.032258064516129,55643,True
10,100,11,3,385286977,0.4,0.0416666666666666,58698,True
10,100,11,3,385352514,0.84,0.1428571428571428,115830,True
10,100,11,3,385418051,0.43,0.0454545454545454,149448,True
10,100,11,3,385024828,0.3,0.0333333333333333,36437,True
10,100,11,3,384959291,0.95,0.1666666666666666,79265,True
10,100,11,3,385090365,0.2,0.027027027027027,27733,True
10,100,11,3,385221439,0.3,0.024390243902439,55279,True
10,100,11,3,385155902,0.35,0.0277777777777777,131226,True
10,100,11,3,385286976,0.18,0.0277777777777777,52626,True
10,100,11,3,385352513,0.31,0.027027027027027,49598,True
10,100,11,3,385418050,0.49,0.0666666666666666,125292,True
10,100,11,3,385483587,0.81,0.0909090909090909,101089,True
10,100,11,3,385549124,0.63,0.0625,57665,True
10,100,11,3,385090364,0.17,0.037037037037037,47972,True
10,100,11,3,385155901,0.23,0.0256410256410256,21945,True
10,100,11,3,385221438,0.27,0.0344827586206896,59407,True
10,100,11,3,385286975,0.37,0.0333333333333333,39098,True
10,100,11,3,385352512,0.31,0.027027027027027,52352,True
10,100,11,3,385418049,0.15,0.025,32725,True
10,100,11,3,385483586,0.28,0.0454545454545454,33514,True
10,100,11,3,385549123,0.25,0.0434782608695652,35431,True
10,100,11,3,385614660,0.36,0.0909090909090909,63340,True
10,100,11,3,385680197,0.63,0.0555555555555555,40918,True
10,100,11,3,385221437,0.46,0.0588235294117647,66938,True
10,100,11,3,385286974,0.93,0.125,92102,True
10,100,11,3,385352511,0.24,0.0333333333333333,30061,True
10,100,11,3,385418048,0.33,0.0434782608695652,68593,True
10,100,11,3,385483585,0.23,0.0256410256410256,42688,True
10,100,11,3,385549122,0.17,0.037037037037037,41196,True
10,100,11,3,385614659,0.15,0.0227272727272727,30218,True
10,100,11,3,385745733,0.13,0.0208333333333333,24679,True
10,100,11,3,385680196,0.32,0.03125,58564,True
10,100,11,3,385352510,0.2,0.0344827586206896,36694,True
10,100,11,3,385418047,0.19,0.0196078431372549,25674,True
10,100,11,3,385811270,0.4,0.0555555555555555,143134,True
50,2500,10,3,386597700,0.9932,0.2,44408122,True
10,100,11,3,385483584,0.24,0.0294117647058823,54607,True
10,100,11,3,385614658,0.22,0.0227272727272727,41799,True
10,100,11,3,385549121,0.53,0.05,107401,True
10,100,11,3,385680195,0.24,0.0384615384615384,45077,True
10,100,11,3,385745732,0.15,0.032258064516129,20363,True
10,100,11,3,385811269,0.2,0.032258064516129,39920,True
10,100,11,3,385942343,0.16,0.027027027027027,29579,True
10,100,11,3,385876806,0.59,0.0555555555555555,108773,True
10,100,11,3,385483583,0.17,0.0294117647058823,33760,True
10,100,11,3,385549120,0.43,0.0555555555555555,51622,True
10,100,11,3,385680194,0.47,0.04,55194,True
10,100,11,3,385614657,0.42,0.0769230769230769,100627,True
10,100,11,3,385745731,0.19,0.0217391304347826,24816,True
10,100,11,3,385811268,0.25,0.0384615384615384,56438,True
10,100,11,3,385942342,0.31,0.0333333333333333,72891,True
10,100,11,3,385876805,0.39,0.0357142857142857,148203,True
10,100,11,3,386007879,0.49,0.05,106823,True
10,100,11,3,385614656,0.39,0.0416666666666666,39585,True
10,100,11,3,386073416,0.59,0.0666666666666666,105420,True
10,100,11,3,385680193,0.25,0.027027027027027,101666,True
10,100,11,3,385745730,0.43,0.0294117647058823,51972,True
10,100,11,3,385811267,0.61,0.0416666666666666,87069,True
10,100,11,3,385876804,0.24,0.0416666666666666,66398,True
10,100,11,3,385942341,0.19,0.0232558139534883,21619,True
10,100,11,3,386007878,0.61,0.0666666666666666,86116,True
10,100,11,3,386138952,0.45,0.0333333333333333,43500,True
10,100,11,3,386073415,0.28,0.037037037037037,64812,True
10,100,11,3,386204489,0.12,0.0263157894736842,40691,True
10,100,11,3,385811266,0.29,0.0434782608695652,41483,True
10,100,11,3,385876803,0.13,0.025,29057,True
10,100,11,3,385745729,0.31,0.0333333333333333,70431,True
10,100,11,3,385942340,0.16,0.0238095238095238,31730,True
10,100,11,3,386073414,0.24,0.032258064516129,42577,True
10,100,11,3,386007877,0.32,0.0333333333333333,95155,True
10,100,11,3,386138951,0.24,0.0333333333333333,41842,True
10,100,11,3,386204488,0.26,0.024390243902439,87100,True
10,100,11,3,386270025,0.47,0.0344827586206896,49440,True
10,100,11,3,385876802,0.5,0.0476190476190476,45876,True
10,100,11,3,386335562,0.53,0.0526315789473684,124799,True
10,100,11,3,385942339,0.35,0.0303030303030303,36143,True
10,100,11,3,386007876,0.21,0.0384615384615384,32907,True
10,100,11,3,386073413,0.1,0.02,22479,True
10,100,11,3,386138950,0.72,0.0526315789473684,69066,True
10,100,11,3,386204487,0.14,0.0232558139534883,21816,True
10,100,11,3,386270024,0.24,0.0238095238095238,47666,True
10,100,11,3,386335561,0.27,0.0344827586206896,30150,True
10,100,11,3,386401098,0.25,0.04,88538,True
10,100,11,3,386466635,0.41,0.0333333333333333,55523,True
15,225,11,3,331612942,0.2,0.0147058823529411,423299,True
15,225,11,3,331678479,0.8222222222222222,0.0625,351011,True
15,225,11,3,331744016,0.3466666666666667,0.0163934426229508,396161,True
15,225,11,3,331809553,0.8577777777777778,0.0714285714285714,309934,True
15,225,11,3,331875090,0.2177777777777777,0.0204081632653061,299747,True
15,225,11,3,331940627,0.3066666666666666,0.027027027027027,360013,True
50,2500,10,3,387121996,0.9976,0.25,32847460,True
15,225,11,3,332071701,0.2,0.0208333333333333,308737,True
15,225,11,3,332006164,0.9555555555555556,0.1111111111111111,377599,True
15,225,11,3,332137238,0.5066666666666667,0.037037037037037,417124,True
15,225,11,3,386138943,0.1333333333333333,0.0153846153846153,222450,True
15,225,11,3,332202775,0.7555555555555555,0.0384615384615384,278460,True
15,225,11,3,386204480,0.6711111111111111,0.037037037037037,381521,True
15,225,11,3,386335554,0.5822222222222222,0.032258064516129,223613,True
15,225,11,3,386466628,0.1022222222222222,0.0119047619047619,102055,True
15,225,11,3,386532165,0.0577777777777777,0.0108695652173913,67852,True
15,225,11,3,386270017,0.6755555555555556,0.0357142857142857,455139,True
15,225,11,3,386401091,0.8355555555555556,0.0714285714285714,402236,True
15,225,11,3,386597702,0.1733333333333333,0.0169491525423728,159787,True
50,2500,10,3,386597701,1.0,1.0,67488101,True
15,225,11,3,386728776,0.8844444444444445,0.125,436188,True
15,225,11,3,386335553,0.36,0.0172413793103448,339188,True
15,225,11,3,386663239,0.9288888888888888,0.1,436827,True
15,225,11,3,386401090,0.1244444444444444,0.0120481927710843,135194,True
15,225,11,3,386270016,0.5022222222222222,0.0555555555555555,584487,True
15,225,11,3,386728775,0.1244444444444444,0.0140845070422535,158235,True
15,225,11,3,386532164,0.8222222222222222,0.1111111111111111,316055,True
15,225,11,3,386466627,0.7377777777777778,0.0384615384615384,370689,True
15,225,11,3,386794312,0.3155555555555555,0.0217391304347826,172675,True
15,225,11,3,386663238,0.6444444444444445,0.0285714285714285,467421,True
15,225,11,3,386859849,0.1911111111111111,0.0129870129870129,214847,True
15,225,11,3,386597701,0.7244444444444444,0.03125,573082,True
15,225,11,3,386466626,0.3688888888888889,0.0222222222222222,158201,True
15,225,11,3,386401089,0.4933333333333333,0.0303030303030303,330975,True
15,225,11,3,386597700,0.3555555555555555,0.0185185185185185,255656,True
15,225,11,3,386794311,0.1822222222222222,0.0181818181818181,193076,True
15,225,11,3,386663237,0.8577777777777778,0.0833333333333333,401010,True
15,225,11,3,386728774,0.2088888888888889,0.0192307692307692,327452,True
15,225,11,3,386532163,0.5511111111111111,0.0169491525423728,510686,True
15,225,11,3,386859848,0.3244444444444444,0.0188679245283018,224660,True
15,225,11,3,386532162,0.1822222222222222,0.0126582278481012,209605,True
15,225,11,3,386925385,0.4222222222222222,0.0188679245283018,384987,True
15,225,11,3,386597699,0.44,0.0181818181818181,227000,True
15,225,11,3,386990922,0.6711111111111111,0.0769230769230769,666572,True
15,225,11,3,386794310,0.6933333333333334,0.0344827586206896,410197,True
15,225,11,3,386663236,0.6044444444444445,0.0434782608695652,650263,True
15,225,11,3,386925384,0.0577777777777777,0.010204081632653,62027,True
15,225,11,3,386728773,0.9333333333333332,0.1111111111111111,526159,True
15,225,11,3,386859847,0.5511111111111111,0.032258064516129,443589,True
15,225,11,3,386728772,0.12,0.0120481927710843,80475,True
50,2500,10,3,387056459,0.9992,0.3333333333333333,38155027,True
15,225,11,3,386990921,0.4711111111111111,0.0256410256410256,274896,True
15,225,11,3,387056458,0.3377777777777778,0.0175438596491228,395056,True
15,225,11,3,387121995,0.6711111111111111,0.0588235294117647,367592,True
15,225,11,3,386925383,0.3288888888888889,0.0158730158730158,248242,True
15,225,11,3,386990920,0.2355555555555555,0.04,229289,True
15,225,11,3,386663235,0.4666666666666667,0.0285714285714285,550372,True
15,225,11,3,386794309,0.8711111111111111,0.0526315789473684,394673,True
15,225,11,3,386859846,0.3644444444444444,0.0303030303030303,438256,True
50,2500,10,3,386728774,0.9992,0.3333333333333333,44530830,True
15,225,11,3,387121994,0.3777777777777777,0.0158730158730158,312911,True
15,225,11,3,386859845,0.1822222222222222,0.0151515151515151,185914,True
15,225,11,3,387253068,0.4177777777777778,0.024390243902439,285317,True
15,225,11,3,387056457,0.5022222222222222,0.0384615384615384,588752,True
15,225,11,3,386990919,0.4133333333333333,0.0357142857142857,284309,True
15,225,11,3,386794308,0.4044444444444444,0.0277777777777777,484822,True
15,225,11,3,387056456,0.2666666666666666,0.0161290322580645,315415,True
15,225,11,3,387121993,0.36,0.0166666666666666,242172,True
15,225,11,3,387253067,0.1333333333333333,0.0129870129870129,134403,True
15,225,11,3,386925382,0.7377777777777778,0.0384615384615384,656286,True
15,225,11,3,387187530,0.7066666666666667,0.05,369587,True
15,225,11,3,387318604,0.6222222222222222,0.0238095238095238,202616,True
15,225,11,3,387384141,0.2177777777777777,0.0158730158730158,130395,True
15,225,11,3,387187531,0.7955555555555556,0.04,834888,True
15,225,11,3,386990918,0.3733333333333333,0.0188679245283018,238540,True
15,225,11,3,387056455,0.52,0.0212765957446808,362175,True
15,225,11,3,386925381,0.9511111111111112,0.125,487569,True
15,225,11,3,387318603,0.2933333333333333,0.0149253731343283,282224,True
15,225,11,3,387384140,0.1511111111111111,0.0232558139534883,224178,True
15,225,11,3,387449677,0.0488888888888888,0.0089285714285714,66492,True
15,225,11,3,387187529,0.8311111111111111,0.0476190476190476,489336,True
15,225,11,3,387121992,0.6533333333333333,0.0588235294117647,606888,True
15,225,11,3,387515214,0.7955555555555556,0.0434782608695652,282698,True
15,225,11,3,387253065,0.0933333333333333,0.01,89151,True
15,225,11,3,387253066,0.28,0.0131578947368421,682529,True
15,225,11,3,387121991,0.4311111111111111,0.0208333333333333,273113,True
15,225,11,3,387187528,0.8533333333333334,0.0588235294117647,457595,True
15,225,11,3,387580750,0.0844444444444444,0.0119047619047619,134623,True
15,225,11,3,387384139,0.5511111111111111,0.0217391304347826,313990,True
15,225,11,3,387515213,0.3644444444444444,0.0169491525423728,215090,True
15,225,11,3,387056454,0.1955555555555555,0.0149253731343283,669998,True
15,225,11,3,387187527,0.1333333333333333,0.0140845070422535,134998,True
15,225,11,3,387318602,0.7422222222222222,0.032258064516129,639338,True
15,225,11,3,387449676,0.7688888888888888,0.0625,505126,True
15,225,11,3,387646287,0.1955555555555555,0.0166666666666666,309800,True
15,225,11,3,387384138,0.3333333333333333,0.0192307692307692,191818,True
15,225,11,3,387580749,0.0533333333333333,0.01,93350,True
15,225,11,3,387318601,0.4755555555555555,0.0384615384615384,396158,True
15,225,11,3,387449675,0.7955555555555556,0.0434782608695652,418096,True
15,225,11,3,387515212,0.9066666666666666,0.25,488312,True
15,225,11,3,387253064,0.8622222222222222,0.0588235294117647,718638,True
15,225,11,3,387711823,0.8088888888888889,0.0285714285714285,405576,True
15,225,11,3,387777360,0.9333333333333332,0.1428571428571428,361688,True
15,225,11,3,387646286,0.3111111111111111,0.0153846153846153,472348,True
50,2500,10,3,386990921,0.996,0.25,30338839,True
20,400,11,3,331023116,0.125,0.0095238095238095,359883,True
20,400,11,3,331285264,0.3025,0.0135135135135135,501767,True
20,400,11,3,330892042,0.5775,0.0142857142857142,1102142,True
50,2500,10,3,387056460,0.9912,0.125,55381372,True
20,400,11,3,331088653,0.5,0.02,1134297,True
20,400,11,3,385155899,0.1875,0.0099009900990099,394414,True
20,400,11,3,330957579,0.77,0.0333333333333333,1447120,True
20,400,11,3,331219727,0.505,0.0344827586206896,1286986,True
20,400,11,3,331416338,0.8425,0.032258064516129,1397377,True
20,400,11,3,385483584,0.2175,0.0106382978723404,481808,True
20,400,11,3,331350801,0.88,0.0434782608695652,1896680,True
20,400,11,3,331154190,0.785,0.037037037037037,2048980,True
20,400,11,3,331481875,0.845,0.0714285714285714,1695873,True
20,400,11,3,385418047,0.7825,0.0384615384615384,982523,True
20,400,11,3,385221436,0.9025,0.0384615384615384,1612686,True
20,400,11,3,385352510,0.8975,0.0526315789473684,1404573,True
20,400,11,3,385549121,0.36,0.0097087378640776,1076276,True
20,400,11,3,385286973,0.92,0.0714285714285714,1588015,True
20,400,11,3,385680195,0.2225,0.0129870129870129,927804,True
20,400,11,3,385614658,0.88,0.037037037037037,1374874,True
50,2500,10,3,386794310,0.9972,0.2,36736746,True
20,400,11,3,385745732,0.455,0.0181818181818181,1682363,True
20,400,11,3,385286972,0.64,0.0285714285714285,1566078,True
20,400,11,3,385418046,0.8575,0.0454545454545454,1301294,True
20,400,11,3,385352509,0.72,0.0434782608695652,1593117,True
20,400,11,3,385483583,0.8575,0.04,1547095,True
50,2500,10,3,387056458,1.0,1.0,34018798,True
20,400,11,3,385549120,0.9175,0.0666666666666666,1581928,True
20,400,11,3,385680194,0.4025,0.0178571428571428,1367632,True
20,400,11,3,385745731,0.96,0.0833333333333333,1464297,True
20,400,11,3,385811268,0.725,0.0476190476190476,1216305,True
20,400,11,3,385549119,0.2025,0.0111111111111111,807475,True
20,400,11,3,385680193,0.1,0.0075187969924812,542867,True
20,400,11,3,385614657,0.8425,0.05,2296840,True
20,400,11,3,385614656,0.77,0.0357142857142857,945692,True
20,400,11,3,385418045,0.615,0.0175438596491228,1478949,True
20,400,11,3,385876805,0.8775,0.0769230769230769,1542821,True
20,400,11,3,385811267,0.9325,0.0769230769230769,1151155,True
20,400,11,3,385614655,0.17,0.0136986301369863,435169,True
20,400,11,3,385745730,0.7875,0.0476190476190476,1315716,True
20,400,11,3,386007878,0.55,0.0212765957446808,955954,True
20,400,11,3,385483582,0.86,0.0666666666666666,2051346,True
20,400,11,3,385876804,0.945,0.0714285714285714,1205437,True
20,400,11,3,385549118,0.375,0.0178571428571428,1131046,True
20,400,11,3,385680192,0.8325,0.0333333333333333,930983,True
20,400,11,3,385811266,0.59,0.0256410256410256,834073,True
20,400,11,3,385745729,0.4075,0.010204081632653,875103,True
20,400,11,3,385876803,0.6025,0.024390243902439,977493,True
20,400,11,3,385942341,0.7375,0.0212765957446808,1793206,True
20,400,11,3,385745728,0.33,0.0098039215686274,615316,True
20,400,11,3,385942340,0.695,0.0208333333333333,1142312,True
20,400,11,3,385811265,0.345,0.0158730158730158,756930,True
20,400,11,3,386073414,0.635,0.0285714285714285,1220119,True
20,400,11,3,385876802,0.37,0.0149253731343283,1127675,True
20,400,11,3,386073413,0.645,0.0178571428571428,673987,True
20,400,11,3,386138951,0.9275,0.0555555555555555,1381209,True
20,400,11,3,386007876,0.4025,0.0108695652173913,963280,True
20,400,11,3,385680191,0.9325,0.0769230769230769,1539692,True
20,400,11,3,385942339,0.96,0.1428571428571428,1387062,True
20,400,11,3,385876801,0.1225,0.0087719298245614,342300,True
20,400,11,3,385811264,0.505,0.0161290322580645,701825,True
20,400,11,3,386007877,0.6775,0.0277777777777777,2003172,True
20,400,11,3,386204487,0.7625,0.0384615384615384,991330,True
20,400,11,3,385942338,0.9325,0.0714285714285714,933726,True
50,2500,10,3,386794311,0.9988,0.25,53466505,True
20,400,11,3,386138950,0.785,0.0277777777777777,1830891,True
20,400,11,3,386007875,0.765,0.0357142857142857,1109822,True
20,400,11,3,386138949,0.375,0.0238095238095238,1093237,True
20,400,11,3,386073412,0.8025,0.0714285714285714,1194749,True
20,400,11,3,386270023,0.8575,0.0416666666666666,1020983,True
20,400,11,3,385942337,0.83,0.0344827586206896,1170198,True
20,400,11,3,386335559,0.0925,0.0074626865671641,318910,True
20,400,11,3,386401097,0.78,0.032258064516129,1311364,True
20,400,11,3,386204486,0.8225,0.0434782608695652,1539683,True
20,400,11,3,386270024,0.4625,0.0136986301369863,2400344,True
20,400,11,3,386466633,0.08,0.0069444444444444,159654,True
20,400,11,3,386335560,0.6,0.0277777777777777,1524788,True
20,400,11,3,386073410,0.09,0.0082644628099173,367581,True
20,400,11,3,386007874,0.9175,0.0833333333333333,1140366,True
20,400,11,3,386073411,0.675,0.0285714285714285,1275046,True
20,400,11,3,386204485,0.7375,0.0344827586206896,1195775,True
20,400,11,3,386138948,0.77,0.025,1374097,True
20,400,11,3,386270022,0.665,0.0344827586206896,1304144,True
20,400,11,3,386401096,0.91,0.0588235294117647,1440122,True
20,400,11,3,386335558,0.3875,0.0204081632653061,997389,True
20,400,11,3,386663243,0.19,0.0074074074074074,582402,True
20,400,11,3,386204484,0.2675,0.0084745762711864,1220416,True
20,400,11,3,386532170,0.7,0.0357142857142857,1431273,True
20,400,11,3,386532169,0.2075,0.0091743119266055,868815,True
20,400,11,3,386597706,0.4275,0.0256410256410256,895500,True
20,400,11,3,386466632,0.8225,0.0555555555555555,1248304,True
20,400,11,3,386270020,0.4425,0.0111111111111111,617242,True
20,400,11,3,386532168,0.1825,0.0091743119266055,593539,True
20,400,11,3,386270021,0.3175,0.0204081632653061,1897168,True
20,400,11,3,386401095,0.8625,0.037037037037037,1770383,True
20,400,11,3,386138947,0.61,0.0227272727272727,2231495,True
20,400,11,3,386794316,0.2925,0.0147058823529411,541245,True
20,400,11,3,386401094,0.385,0.0277777777777777,1327140,True
20,400,11,3,386597705,0.6,0.0256410256410256,1349208,True
20,400,11,3,386204483,0.9825,0.1666666666666666,2015604,True
20,400,11,3,386335557,0.9075,0.0588235294117647,1851308,True
20,400,11,3,386466631,0.7825,0.0476190476190476,1850839,True
20,400,11,3,386663242,0.9625,0.1111111111111111,1775067,True
50,2500,10,3,386663238,0.9848,0.1666666666666666,84680018,True
20,400,11,3,386728779,0.9125,0.0666666666666666,2859923,True
30,900,11,3,385549117,0.1177777777777777,0.0033557046979865,2460473,True
30,900,11,3,331678483,0.9711111111111111,0.0555555555555555,4977043,True
30,900,11,3,331350798,0.7055555555555556,0.027027027027027,6365527,True
50,2500,10,3,387318606,0.9872,0.1666666666666666,36643210,True
30,900,11,3,331744020,0.7744444444444445,0.0476190476190476,5729656,True
30,900,11,3,331219724,0.98,0.1111111111111111,7164441,True
30,900,11,3,331612946,0.8655555555555555,0.0333333333333333,6750989,True
30,900,11,3,331154187,0.9255555555555556,0.0434782608695652,7736252,True
30,900,11,3,386073413,0.1144444444444444,0.0033557046979865,1560481,True
30,900,11,3,331416335,0.9644444444444444,0.05,8934779,True
50,2500,10,3,386990922,0.9952,0.1428571428571428,61608347,True
50,2500,10,3,386728773,0.9972,0.25,56936130,True
30,900,11,3,331547409,0.8877777777777778,0.0588235294117647,9105922,True
30,900,11,3,385614654,0.8977777777777778,0.0294117647058823,7492084,True
30,900,11,3,385483580,0.9044444444444444,0.0434782608695652,9431183,True
30,900,11,3,331481872,0.8633333333333333,0.0434782608695652,10461337,True
