width,N,q,F,h,T,seed,s_max,s_mean,steps_to_freeze,is_frozen,avg_mobility
20,400,800,3,0.5,0.8,6118043024054454988,0.02,0.006756756756756756,1565967,True,0.53999
30,900,800,3,0.05,0.8,2549652364647509271,0.014035087719298246,0.002347417840375587,87248980,True,0.32280584795321643
20,400,120,3,0.5,0.2,10007370190595936593,0.005,0.005,800004,True,1.0
20,400,8000,3,0.05,0.5,4286786317592394801,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,600,3,0.05,0.8,11217611469738194782,0.0125,0.0024630541871921183,100000000,False,-1.0
30,900,800,3,0.5,0.8,6693226817979921748,0.011111111111111112,0.0038910505836575876,6793037,True,0.26888666666666666
10,100,40,3,0.5,0.8,17329193595856010476,0.1,0.05,213841,True,0.10000000000000002
30,900,20,3,0.5,0.2,9412015920417545997,0.0022222222222222222,0.0022222222222222222,1800002,True,0.9999733333333334
40,1600,40,3,0.05,0.8,814214926525612160,0.08157894736842106,0.011363636363636364,6084050,True,0.0
20,400,200,3,0.5,0.2,15413253605264320023,0.005,0.005,800000,True,1.0
30,900,8000,3,0.05,0.8,2882834147765211586,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,200,3,0.5,0.5,6246217989984760383,0.02,0.02,200001,True,1.0
20,400,600,3,0.5,0.5,8157915921974940079,0.005,0.005,800000,True,1.0
30,900,800,3,0.05,0.5,972815932211291753,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
30,900,20,3,0.5,0.2,6770164480268196898,0.0022222222222222222,0.0022222222222222222,1800000,True,0.9999422222222222
10,100,10,3,0.5,0.8,11147099519156340841,0.26,0.125,110056,True,0.0
40,1600,20,3,0.05,0.5,4431900924332428615,0.0013157894736842105,0.0006596306068601583,100000000,False,-1.0
30,900,800,3,0.5,0.5,17783724187909935833,0.0022222222222222222,0.0022222222222222222,2117698,True,0.9999777777777777
40,1600,10,3,0.05,0.5,14351809620643855425,0.0013157894736842105,0.0006609385327164573,100000000,False,-1.0
10,100,300,3,0.5,0.5,4476680188166627323,0.02,0.02,200000,True,1.0
40,1600,40,3,0.05,0.5,8318824506004845222,0.0006578947368421052,0.0006578947368421052,5161227,True,0.9999927631578948
10,100,8000,3,0.5,0.5,3862442569689434093,0.02,0.02,200000,True,1.0
20,400,600,3,0.5,0.2,14768421751818178093,0.005,0.005,800009,True,1.0
10,100,20,3,0.5,0.8,9549993688784828791,0.28,0.09090909090909091,108778,True,0.0
10,100,20,3,0.05,0.5,1077547566961215665,0.010526315789473684,0.010526315789473684,204198,True,0.999957894736842
10,100,4800,3,0.5,0.2,956013195816336089,0.02,0.02,200001,True,1.0
10,100,40,3,0.05,0.8,17366808660368743649,0.15789473684210525,0.03333333333333333,311771,True,0.1157894736842105
20,400,800,3,0.5,0.8,8649843901755014822,0.025,0.006993006993006993,1998519,True,0.49500000000000005
10,100,2400,3,0.5,0.5,3808693075890744897,0.02,0.02,200000,True,1.0
10,100,8000,3,0.05,0.8,18163866269994108207,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,600,3,0.05,0.5,12142861266980078468,0.002631578947368421,0.002631578947368421,800001,True,1.0
10,100,3200,3,0.05,0.8,6300750904854565163,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,200,3,0.5,0.5,12282581708680761929,0.02,0.02,200000,True,1.0
10,100,800,3,0.5,0.2,13198741580404161208,0.02,0.02,200002,True,1.0
10,100,80,3,0.5,0.2,3244729597268345260,0.02,0.02,200000,True,1.0
30,900,160,3,0.5,0.8,4006398028294424980,0.03333333333333333,0.007751937984496124,3143539,True,0.02027777777777778
20,400,1200,3,0.05,0.8,9442756591466735055,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,300,3,0.05,0.5,11453214218541575803,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,4800,3,0.5,0.5,6106862691676537707,0.005,0.005,800003,True,1.0
30,900,800,3,0.5,0.8,11921860057636945059,0.013333333333333334,0.004098360655737705,7291758,True,0.2511111111111112
30,900,40,3,0.05,0.2,14102023429858481624,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,1200,3,0.5,0.2,3867320702582120389,0.005,0.005,800000,True,1.0
20,400,800,3,0.05,0.5,18067735841787258997,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,20,3,0.5,0.2,1257007294304681506,0.00125,0.00125,4047651,True,0.99995125
30,900,4800,3,0.5,0.2,5965024830276294694,0.0022222222222222222,0.0022222222222222222,1800001,True,1.0
40,1600,80,3,0.05,0.5,10257262258500177257,0.0006578947368421052,0.0006578947368421052,3200000,True,0.9999993421052632
10,100,40,3,0.5,0.2,4941677821028317029,0.02,0.02,200005,True,1.0
40,1600,80,3,0.05,0.2,9726147155249470038,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,4800,3,0.5,0.2,435410462014395875,0.005,0.005,800001,True,1.0
40,1600,1200,3,0.5,0.2,8760708270763613370,0.00125,0.00125,3200000,True,1.0
30,900,1200,3,0.05,0.2,15292472708299572285,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,1200,3,0.05,0.8,7208348564807383322,0.031578947368421054,0.01075268817204301,341789,True,0.9684210526315787
40,1600,80,3,0.5,0.2,9984219577671470231,0.00125,0.00125,3200000,True,1.0
10,100,80,3,0.5,0.5,7606254971114517621,0.02,0.02,200002,True,1.0
40,1600,20,3,0.5,0.5,8221328755634534762,0.03125,0.0013210039630118893,100000000,False,-1.0
30,900,3200,3,0.5,0.2,6609612866158749678,0.0022222222222222222,0.0022222222222222222,1800004,True,1.0
20,400,3200,3,0.05,0.5,8846257877116975797,0.002631578947368421,0.002631578947368421,800000,True,1.0
20,400,8000,3,0.05,0.5,14855372348324958058,0.002631578947368421,0.002631578947368421,800000,True,1.0
30,900,40,3,0.5,0.8,15214568077714098808,0.04888888888888889,0.009523809523809523,1150639,True,0.0
10,100,4800,3,0.5,0.8,10686757696663492080,0.02,0.02,200001,True,1.0
20,400,120,3,0.5,0.2,12101063743495402310,0.005,0.005,800001,True,1.0
10,100,200,3,0.5,0.5,12958222461760808682,0.02,0.02,200000,True,1.0
20,400,1200,3,0.05,0.2,17481867000810482334,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,600,3,0.5,0.5,5860323865957851093,0.02,0.02,200002,True,1.0
30,900,20,3,0.5,0.2,15927065451272851334,0.0022222222222222222,0.0022222222222222222,1800000,True,0.9999511111111111
10,100,20,3,0.05,0.2,2895500113201303579,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,1600,3,0.05,0.5,18247482185105722546,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
30,900,120,3,0.5,0.8,1451165675200843666,0.02,0.008620689655172414,4204048,True,0.008888888888888889
30,900,300,3,0.5,0.5,7147642433010257966,0.0022222222222222222,0.0022222222222222222,3574117,True,0.9999422222222222
40,1600,200,3,0.05,0.5,6538794917954114943,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
10,100,800,3,0.5,0.8,7806443989283179226,0.04,0.021739130434782608,211920,True,0.84
30,900,600,3,0.5,0.5,14164118199303932514,0.0022222222222222222,0.0022222222222222222,1800003,True,0.9999977777777778
40,1600,400,3,0.5,0.5,5850868045691921231,0.00125,0.00125,4740560,True,0.9999750000000001
10,100,1600,3,0.05,0.2,15192852138817800119,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,8000,3,0.5,0.8,157829403174707752,0.04,0.020408163265306124,215749,True,0.9600000000000004
10,100,10,3,0.5,0.2,16207104290893945882,0.02,0.02,200001,True,0.99968
20,400,400,3,0.05,0.8,1927556773494684962,0.034210526315789476,0.004651162790697674,13032986,True,0.38683947368421046
40,1600,600,3,0.05,0.8,17832641448668016020,0.015789473684210527,0.0024271844660194177,100000000,False,-1.0
40,1600,400,3,0.5,0.2,9579324384472096300,0.00125,0.00125,3200001,True,1.0
30,900,300,3,0.5,0.8,2336694597765991259,0.02,0.00625,5175231,True,0.07505555555555557
20,400,20,3,0.5,0.5,683718482846222502,0.14,0.05882352941176471,4215945,True,0.0
20,400,800,3,0.05,0.2,1778045101161432643,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,3200,3,0.5,0.2,4325662051212315122,0.00125,0.00125,3200000,True,1.0
30,900,4800,3,0.05,0.2,2531350361545073100,0.0011695906432748538,0.0011695906432748538,1800001,True,1.0
30,900,600,3,0.05,0.5,15855679873611841885,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
40,1600,120,3,0.05,0.8,18290838502109141808,0.04276315789473684,0.006756756756756756,53761776,True,0.0039348684210526305
10,100,800,3,0.05,0.8,195237525655860304,0.021052631578947368,0.01075268817204301,294853,True,0.9578947368421054
30,900,1200,3,0.5,0.8,15558820705378741384,0.013333333333333334,0.0035587188612099642,6317769,True,0.3733288888888889
10,100,1600,3,0.5,0.2,992017533935645567,0.02,0.02,200001,True,1.0
20,400,160,3,0.05,0.8,2230626872528027019,0.060526315789473685,0.0101010101010101,4821005,True,0.08421052631578951
10,100,800,3,0.05,0.8,8844373184227638351,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,20,3,0.5,0.5,5949030712343489631,0.255,0.05555555555555555,3908442,True,0.0
40,1600,1600,3,0.5,0.8,8349034622306216667,0.0075,0.002173913043478261,15891218,True,0.30239875000000005
20,400,10,3,0.05,0.8,15747293551086118721,0.9263157894736842,0.25,1930575,True,0.0026315789473684223
40,1600,160,3,0.5,0.2,13509623788245684464,0.00125,0.00125,3200001,True,1.0
10,100,400,3,0.5,0.5,11215051438392717355,0.02,0.02,200004,True,1.0
30,900,300,3,0.05,0.2,9542974743225046637,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,80,3,0.05,0.5,11758591868521748226,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,10,3,0.05,0.5,5148579832705907087,0.021052631578947368,0.010638297872340427,100000000,False,-1.0
30,900,80,3,0.05,0.2,8274801520524709135,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
30,900,2400,3,0.05,0.2,4132873765038392968,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
30,900,600,3,0.5,0.2,9803550860713878044,0.0022222222222222222,0.0022222222222222222,1800003,True,1.0
20,400,1600,3,0.05,0.2,18037517421447644680,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,300,3,0.5,0.5,14724573718353972095,0.02,0.02,200000,True,1.0
10,100,1600,3,0.5,0.2,1457925944734372156,0.02,0.02,200000,True,1.0
30,900,2400,3,0.05,0.8,15192406702765997843,0.0023391812865497076,0.0011709601873536298,2261267,True,0.9976596491228072
30,900,3200,3,0.05,0.8,2095396018256634042,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,8000,3,0.05,0.5,237993140679639829,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,40,3,0.5,0.2,14659487702172521695,0.02,0.02,200003,True,1.0
20,400,400,3,0.5,0.2,5342540869534644636,0.005,0.005,800000,True,1.0
20,400,200,3,0.5,0.2,560889757931868711,0.005,0.005,800000,True,1.0
10,100,4800,3,0.05,0.2,13665463572253125465,0.010526315789473684,0.010526315789473684,200000,True,1.0
30,900,300,3,0.05,0.8,9159719668104510586,0.019883040935672516,0.0045662100456621,27406070,True,0.07267602339181287
30,900,40,3,0.05,0.8,11367565732464621463,0.07719298245614035,0.012987012987012986,3606151,True,0.0
40,1600,600,3,0.5,0.2,8468832049718962494,0.00125,0.00125,3200000,True,1.0
20,400,10,3,0.5,0.5,14131930000201348447,0.465,0.07692307692307693,5154218,True,0.0
20,400,120,3,0.05,0.2,11791738223906423773,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,20,3,0.5,0.2,17455880740521525265,0.02,0.02,200001,True,1.0
10,100,200,3,0.5,0.8,10791456997485015258,0.06,0.029411764705882356,296925,True,0.4000000000000001
30,900,4800,3,0.05,0.8,2879376799201235850,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,300,3,0.05,0.8,9985207361298854553,0.02631578947368421,0.00625,9372605,True,0.24538421052631587
40,1600,4800,3,0.05,0.2,8100130378625380588,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
10,100,120,3,0.5,0.5,11976864895616640918,0.02,0.02,200000,True,1.0
10,100,40,3,0.05,0.5,17204401547680720899,0.010526315789473684,0.010526315789473684,200000,True,0.9999894736842104
40,1600,400,3,0.05,0.2,17484592151011603557,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
10,100,600,3,0.05,0.2,2433635202961402103,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,3200,3,0.05,0.5,10932899747581961532,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
10,100,10,3,0.05,0.8,4171773655079049972,0.7368421052631579,0.2,150477,True,0.0
10,100,40,3,0.05,0.2,4805901888802748421,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,300,3,0.5,0.8,9450028072956597743,0.025,0.01,1571522,True,0.18500000000000003
30,900,8000,3,0.05,0.5,9440555484059621315,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,4800,3,0.05,0.2,13407267914956691587,0.002631578947368421,0.002631578947368421,800000,True,1.0
20,400,600,3,0.05,0.2,13064350539399374838,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,3200,3,0.5,0.5,10266249187116467085,0.00125,0.00125,3200000,True,1.0
10,100,400,3,0.05,0.8,7599257283089622275,0.031578947368421054,0.01098901098901099,344710,True,0.9460631578947367
10,100,400,3,0.5,0.5,8937623043880301937,0.02,0.02,200000,True,1.0
40,1600,2400,3,0.05,0.8,4847953298249429760,0.0006578947368421052,0.0006578947368421052,3200000,True,0.9999980263157895
40,1600,400,3,0.5,0.2,12762682663320470452,0.00125,0.00125,3200000,True,1.0
40,1600,40,3,0.05,0.5,43379001733948600,0.0013157894736842105,0.0006587615283267457,19805197,True,0.9999927631578948
40,1600,40,3,0.05,0.2,7505168465723854694,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,120,3,0.05,0.2,1230748655489102147,0.002631578947368421,0.002631578947368421,800000,True,1.0
30,900,300,3,0.5,0.2,16861333741424602131,0.0022222222222222222,0.0022222222222222222,1800000,True,1.0
30,900,160,3,0.05,0.5,2060788648655523318,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,120,3,0.5,0.2,9058069068234336928,0.005,0.005,800002,True,1.0
10,100,300,3,0.05,0.8,1534123619168204071,0.021052631578947368,0.01075268817204301,200000,True,0.9644000000000001
20,400,2400,3,0.05,0.2,16922426076711041516,0.002631578947368421,0.002631578947368421,800000,True,1.0
30,900,120,3,0.05,0.2,8592092144443161188,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
40,1600,8000,3,0.05,0.5,6838446562834257722,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
10,100,300,3,0.05,0.5,3655026939768516879,0.010526315789473684,0.010526315789473684,200000,True,1.0
30,900,20,3,0.05,0.2,14622802553614960484,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,10,3,0.05,0.8,16441647773297796338,0.5,0.2,1096701,True,0.0
40,1600,800,3,0.5,0.5,3418195239517259264,0.00125,0.00125,3200002,True,1.0
10,100,1600,3,0.5,0.5,6447100722005829524,0.02,0.02,200001,True,1.0
30,900,300,3,0.5,0.8,12944664618024488137,0.017777777777777778,0.005952380952380952,5392891,True,0.08666666666666666
30,900,3200,3,0.5,0.5,13614572361155092166,0.0022222222222222222,0.0022222222222222222,1800001,True,1.0
40,1600,300,3,0.5,0.2,12219960582451551240,0.00125,0.00125,3200001,True,1.0
20,400,1200,3,0.5,0.8,14195748619067082196,0.015,0.006369426751592356,1767954,True,0.61
10,100,8000,3,0.05,0.8,16798093373088842862,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,1200,3,0.5,0.8,4519705472165476836,0.01,0.0024390243902439024,14259200,True,0.23143624999999998
10,100,1600,3,0.5,0.8,2505649755709479266,0.04,0.020408163265306124,231743,True,0.9600000000000004
10,100,8000,3,0.05,0.2,14146327623229396939,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,600,3,0.05,0.5,6480456063846363380,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
40,1600,120,3,0.5,0.2,8941757135199511815,0.00125,0.00125,3200000,True,1.0
20,400,40,3,0.5,0.2,16719888775904111231,0.005,0.005,800000,True,1.0
10,100,80,3,0.05,0.8,7112092110591796946,0.07368421052631578,0.021276595744680854,467435,True,0.2900736842105263
10,100,1200,3,0.05,0.8,16496293351856499192,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,800,3,0.5,0.2,8139446286248059593,0.005,0.005,800003,True,1.0
30,900,200,3,0.05,0.8,12984131473241048286,0.03976608187134503,0.006024096385542169,23075709,True,0.03508771929824561
40,1600,20,3,0.5,0.2,1764701835777723846,0.00125,0.00125,3200001,True,0.99994
10,100,2400,3,0.05,0.8,3161587255171815337,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,1600,3,0.05,0.8,11307576042948776104,0.002631578947368421,0.002631578947368421,800000,True,0.9999947368421053
30,900,8000,3,0.05,0.5,15904000804353908772,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
40,1600,800,3,0.5,0.8,2310057335449258886,0.0125,0.0029850746268656712,18779427,True,0.11375
20,400,40,3,0.05,0.5,13260466395544788431,0.002631578947368421,0.002631578947368421,800000,True,0.9999947368421053
30,900,3200,3,0.05,0.5,17366404821482745213,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,160,3,0.05,0.5,1627046570514181623,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,8000,3,0.5,0.5,344261271765941465,0.02,0.02,200002,True,1.0
30,900,120,3,0.05,0.5,6196625768953665580,0.0011695906432748538,0.0011695906432748538,1800000,True,0.9999988304093568
10,100,120,3,0.5,0.5,13664235990124696305,0.02,0.02,225955,True,0.9976400000000001
20,400,1600,3,0.05,0.5,10575741153925524849,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,3200,3,0.05,0.8,6620143754731236536,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,120,3,0.05,0.2,546649646014414470,0.002631578947368421,0.002631578947368421,800000,True,1.0
20,400,120,3,0.5,0.2,9095807244078817333,0.005,0.005,800001,True,1.0
40,1600,40,3,0.5,0.5,5513599766503957872,0.03125,0.0013513513513513514,100000000,False,-1.0
40,1600,600,3,0.05,0.2,14068058233601197986,0.0006578947368421052,0.0006578947368421052,3200001,True,1.0
20,400,300,3,0.05,0.8,10903570537209765386,0.03684210526315789,0.0061349693251533735,11925835,True,0.2646815789473684
10,100,600,3,0.5,0.8,4198581312757487250,0.04,0.021739130434782608,263071,True,0.84
40,1600,600,3,0.5,0.5,10686575945510920452,0.00125,0.00125,3200000,True,0.99999625
10,100,300,3,0.05,0.2,3219155705293973325,0.010526315789473684,0.010526315789473684,200000,True,1.0
30,900,300,3,0.05,0.5,16518320836341030205,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,1200,3,0.05,0.5,12581135966985872445,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,600,3,0.5,0.8,18426845028278636443,0.04,0.02127659574468085,220680,True,0.8800000000000002
30,900,8000,3,0.5,0.5,18128894213522409035,0.0022222222222222222,0.0022222222222222222,1800000,True,1.0
10,100,120,3,0.05,0.5,4154810455424019088,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,600,3,0.05,0.8,3556969958260616465,0.034210526315789476,0.003246753246753247,11008263,True,0.7353500000000002
40,1600,120,3,0.05,0.8,12935501186853569334,0.04013157894736842,0.00641025641025641,30169343,True,0.0032894736842105257
20,400,4800,3,0.05,0.8,4780779677989461859,0.002631578947368421,0.002631578947368421,977583,True,0.9999921052631577
20,400,800,3,0.5,0.8,6301084786185253767,0.02,0.0070921985815602835,1648843,True,0.498155
40,1600,1200,3,0.05,0.8,13894452092334581594,0.01118421052631579,0.0010141987829614604,100000000,False,-1.0
10,100,1200,3,0.05,0.2,13747074832158327103,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,120,3,0.5,0.8,6469013374673707058,0.035,0.01408450704225352,1375207,True,0.08499999999999998
30,900,1600,3,0.5,0.2,16387339227216138913,0.0022222222222222222,0.0022222222222222222,1800000,True,1.0
30,900,400,3,0.5,0.2,13519976304495380239,0.0022222222222222222,0.0022222222222222222,1800000,True,1.0
40,1600,300,3,0.5,0.2,18407839356550394318,0.00125,0.00125,3200000,True,1.0
20,400,2400,3,0.5,0.5,4336497075051648549,0.005,0.005,800000,True,1.0
40,1600,2400,3,0.05,0.2,7524315411174310339,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,3200,3,0.5,0.5,4155023218644714331,0.005,0.005,800000,True,1.0
10,100,200,3,0.05,0.2,6082551554085624368,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,1600,3,0.05,0.2,15311710117548696453,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,10,3,0.5,0.2,12309241270818278382,0.0025,0.0012515644555694619,27999455,True,0.99956125
40,1600,3200,3,0.05,0.2,13821813963336978499,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
30,900,3200,3,0.05,0.8,6582317874047268390,0.0011695906432748538,0.0011695906432748538,1800000,True,0.9999988304093568
10,100,4800,3,0.5,0.2,11878626352211593788,0.02,0.02,200000,True,1.0
10,100,8000,3,0.5,0.5,6959519750963906515,0.02,0.02,200000,True,1.0
40,1600,400,3,0.05,0.2,13977995236830423712,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
40,1600,10,3,0.5,0.5,9901314891923241447,0.005,0.0013054830287206269,100000000,False,-1.0
20,400,40,3,0.05,0.2,6115670623115559148,0.002631578947368421,0.002631578947368421,800000,True,1.0
20,400,3200,3,0.05,0.5,6083990944527469548,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,3200,3,0.05,0.5,12228377740961513071,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,1200,3,0.5,0.8,8685791131699478283,0.0075,0.002457002457002457,18669787,True,0.2275
40,1600,4800,3,0.05,0.2,8372488445489956283,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
40,1600,40,3,0.5,0.5,3341181231342711556,0.005,0.0012987012987012985,100000000,False,-1.0
30,900,8000,3,0.5,0.5,2541900409048413547,0.0022222222222222222,0.0022222222222222222,1800000,True,1.0
30,900,1600,3,0.05,0.2,15886781770343482837,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,160,3,0.05,0.8,6073065633410204589,0.039473684210526314,0.009615384615384616,6679352,True,0.08157894736842107
10,100,300,3,0.5,0.2,2046325556929087356,0.02,0.02,200001,True,1.0
10,100,40,3,0.5,0.2,12884724304728455166,0.02,0.02,200000,True,1.0
20,400,800,3,0.5,0.2,2563584709083602002,0.005,0.005,800000,True,1.0
10,100,2400,3,0.5,0.5,5409226944750212330,0.02,0.02,200000,True,1.0
30,900,40,3,0.5,0.2,12249920424218073463,0.0022222222222222222,0.0022222222222222222,1800000,True,0.99998
40,1600,600,3,0.05,0.5,12354633461378226683,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,40,3,0.5,0.8,7533170267868494681,0.055,0.01785714285714286,893770,True,0.005
10,100,2400,3,0.5,0.8,10388627261689687079,0.02,0.02,200001,True,1.0
40,1600,1600,3,0.05,0.8,16035620663094529215,0.0006578947368421052,0.0006578947368421052,5454759,True,0.9999973684210527
40,1600,1200,3,0.05,0.8,11747946082734271441,0.0013157894736842105,0.0006583278472679395,3200000,True,0.9997486842105263
10,100,120,3,0.5,0.5,16756644597756703093,0.02,0.02,220936,True,0.99852
40,1600,2400,3,0.5,0.8,7366069159785688383,0.00625,0.0019305019305019305,15343641,True,0.40015625
20,400,400,3,0.05,0.8,11222855150806101070,0.034210526315789476,0.004672897196261682,11620504,True,0.40743421052631584
10,100,4800,3,0.5,0.8,11146784727138535141,0.02,0.02,200000,True,1.0
20,400,160,3,0.5,0.5,11633112860676074359,0.005,0.005,804455,True,0.999755
20,400,2400,3,0.5,0.5,4422257885370922122,0.005,0.005,800002,True,1.0
10,100,200,3,0.05,0.8,8121231410386561004,0.05263157894736842,0.014084507042253521,859480,True,0.624578947368421
10,100,1200,3,0.05,0.8,9376478957317844706,0.010526315789473684,0.010526315789473684,200000,True,1.0
20,400,160,3,0.5,0.2,4918539341359228550,0.005,0.005,800006,True,1.0
40,1600,120,3,0.5,0.2,15737716441381149251,0.00125,0.00125,3200003,True,1.0
20,400,4800,3,0.5,0.2,5944263181971479058,0.005,0.005,800000,True,1.0
30,900,3200,3,0.05,0.5,3975765661093679406,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
30,900,80,3,0.05,0.8,10451559080447918789,0.044444444444444446,0.010638297872340425,14702980,True,0.01052631578947369
30,900,40,3,0.5,0.2,10820929690849054523,0.0022222222222222222,0.0022222222222222222,1800000,True,0.9999977777777778
10,100,120,3,0.05,0.8,15179947242646363751,0.06315789473684211,0.019230769230769232,745825,True,0.33683157894736854
30,900,200,3,0.05,0.2,4836926372771771141,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
40,1600,300,3,0.5,0.5,445198482075101849,0.00125,0.00125,4702000,True,0.99994
10,100,20,3,0.5,0.5,383566921705076039,0.3,0.1111111111111111,558597,True,0.09194
40,1600,200,3,0.05,0.5,5368988312917057504,0.0006578947368421052,0.0006578947368421052,4765133,True,1.0
20,400,300,3,0.05,0.2,9884266261022563301,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,80,3,0.5,0.5,10842365231375447032,0.02,0.02,200001,True,1.0
30,900,3200,3,0.05,0.2,17673574441258046100,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
10,100,400,3,0.5,0.2,6627150563921166982,0.02,0.02,200000,True,1.0
30,900,200,3,0.05,0.2,6647037853587351552,0.0011695906432748538,0.0011695906432748538,1800000,True,1.0
20,400,800,3,0.05,0.5,755273334606608592,0.002631578947368421,0.002631578947368421,800000,True,1.0
10,100,8000,3,0.05,0.5,10467763155050448247,0.010526315789473684,0.010526315789473684,200000,True,1.0
40,1600,3200,3,0.5,0.5,18340046462752270655,0.00125,0.00125,3200000,True,1.0
10,100,8000,3,0.05,0.8,13186192712203805654,0.010526315789473684,0.010526315789473684,200000,True,1.0
30,900,160,3,0.05,0.8,13361289358483168276,0.0304093567251462,0.006802721088435374,26548763,True,0.022222222222222213
40,1600,3200,3,0.05,0.5,15372917604435750074,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,3200,3,0.05,0.5,11258319619336860230,0.002631578947368421,0.002631578947368421,800000,True,1.0
20,400,600,3,0.5,0.8,16167888161653488690,0.02,0.0072992700729927005,1634734,True,0.4600000000000001
10,100,4800,3,0.05,0.5,8240500181346922297,0.010526315789473684,0.010526315789473684,200000,True,1.0
10,100,2400,3,0.5,0.2,11822832339608254826,0.02,0.02,200000,True,1.0
20,400,4800,3,0.05,0.5,2844849242750191819,0.002631578947368421,0.002631578947368421,800000,True,1.0
40,1600,80,3,0.05,0.2,599084021841629879,0.0006578947368421052,0.0006578947368421052,3200000,True,1.0
20,400,8000,3,0.05,0.2,5044378725878871779,0.002631578947368421,0.002631578947368421,800000,True,1.0
30,900,160,3,0.5,0.8,1115535727587858096,0.03111111111111111,0.0070921985815602835,3181336,True,0.01957333333333333
40,1600,10,3,0.5,0.8,5620195850286543255,0.03,0.006211180124223602,2292405,True,0.0
30,900,1200,3,0.05,0.8,8688712850203424728,0.0011695906432748538,0.0011695906432748538,1800000,True,0.9999941520467837
30,900,4800,3,0.05,0.5,226984720585353586,0.0011695906432748538,0.0011695906432748538,1800001,True,1.0
