C,F,L,N,alpha,converged,degree_variance,dev_mode,dev_param,dis_threshold,elapsed_s,final_rewire_rate,k,max_steps,mean_dissatisfaction,num_clusters,p,q,s_max,seed,total_steps,trial_id,weight_mode
0.16717383542383538,5,3.124944747311036,150,1.0,False,22.2686222222222,3,0.15,0.5,1.7152687000052538,-1.0,4,5000000,0.1786109276402455,33,0.05,10,0.78,42,5000000,62a8711ce64d,0
0.04068783068783069,5,3.777525847995647,150,1.0,False,3.4133333333333336,0,0.15,0.5,1.8576169000007212,-1.0,4,5000000,0.005159817622644361,2,0.05,10,0.9933333333333333,42,5000000,782c82b68952,2
0.08811784499849017,5,4.534163581285762,150,1.0,False,11.617955555555561,2,0.15,0.5,1.8737254000152461,-1.0,4,5000000,0.020568128282879714,15,0.05,10,0.8933333333333333,42,5000000,92bdbd881d75,2
0.07817575017575017,5,3.742245601306004,150,1.0,False,5.12,3,0.15,0.5,1.933156199986115,-1.0,4,5000000,0.007148891135060652,2,0.05,10,0.9933333333333333,42,5000000,3f1aaec09dc3,2
0.05998941798941797,5,3.8947941229820424,150,1.0,False,2.44,0,0.15,0.5,1.9241427000088152,-1.0,4,5000000,0.0,2,0.05,10,0.9933333333333333,42,5000000,2a1b703a9534,3
0.13700190004317125,5,2.94752308984047,150,1.0,False,23.141155555555553,2,0.15,0.5,1.709091199998511,-1.0,4,5000000,0.0,28,0.05,10,0.8,42,5000000,4a33140e9f41,3
0.06395767195767195,5,3.8696716851079267,150,1.0,False,2.88,3,0.15,0.5,1.8608111999928951,-1.0,4,5000000,0.0,2,0.05,10,0.9933333333333333,42,5000000,bcb3aefcf512,3
0.11146973998865232,5,3.3328340323547034,150,1.0,False,22.30666666666667,0,0.15,0.7,1.8637597000051755,-1.0,4,5000000,0.12704717372854551,7,0.05,10,0.9466666666666667,42,5000000,775ee83bf842,0
0.04385376302311786,5,3.4943004228718513,150,1.0,False,12.80995555555558,2,0.15,0.7,1.9511409999977332,-1.0,4,5000000,0.16043955663505655,3,0.05,10,0.9866666666666667,42,5000000,1cf619e2ff9e,0
0.1038404167301865,5,3.353939878158394,150,1.0,False,19.786666666666665,3,0.15,0.7,1.8660465000139084,-1.0,4,5000000,0.1423750974237919,7,0.05,10,0.9466666666666667,42,5000000,91c11502cc4d,0
0.22438095238095243,5,4.3373601789709175,150,1.0,False,1.2133333333333334,0,0.15,0.7,1.923317999986466,-1.0,4,5000000,0.011551315270837692,1,0.05,10,1.0,42,5000000,1aaccb8f3bab,2
0.04398292850466763,5,3.3507829977628636,150,1.0,False,13.706666666666667,2,0.15,0.7,1.9860989000007976,-1.0,4,5000000,0.30098479638075754,54,0.05,10,0.18,42,5000000,d460854c123b,2
